n,w,time,res
0,25,84,0
2,25,142,16
4,25,485,33
6,25,3473,45
8,25,20483,59
10,25,99460,59
12,25,636464,62
14,25,3100033,76
16,25,6452323,76
18,25,28258211,76
20,25,121952437,76
22,25,499660038,91
24,25,2079365744,91
