n,w,time,res
0,25,84,0
2,25,144,16
4,25,496,33
6,25,2321,45
8,25,16625,59
10,25,102599,59
12,25,469076,62
14,25,3485199,76
16,25,6935279,76
18,25,28835210,76
20,25,123217823,76
22,25,512167485,91
24,25,2093122239,91
26,25,8792242583,91
28,25,40076041405,91
