n,w,time,res
0,25,1568,0
2,25,2351,16
4,25,3634,33
6,25,6742,45
8,25,12600,59
10,25,21481,59
12,25,42891,62
14,25,82533,76
16,25,176285,76
18,25,356134,76
20,25,755232,76
22,25,1541953,91
24,25,3144972,91
26,25,6416639,91
28,25,13626343,91
30,25,28329287,91
32,25,60512680,91
34,25,123961092,91
36,25,254608690,91
38,25,523354134,100
40,25,1133699203,100
42,25,2320704862,118
44,25,4881940574,118
