n,w,time,res
73,16,254952,94
74,16,338162,94
75,16,398693,94
76,16,360321,94
77,16,448893,94
78,16,466559,94
79,16,603170,94
80,16,599810,94
81,16,712503,94
82,16,785195,94
83,16,913145,107
84,16,924767,107
85,16,937658,107
86,16,1179793,111
87,16,1362761,111
88,16,1982118,111
89,16,1923754,111
90,16,4156197,111
91,16,4151150,111
92,16,5135921,111
93,16,2630928,111
94,16,3638452,111
95,16,2317411,111
96,16,2267306,111
97,16,2231421,111
98,16,2323644,111
99,16,2318059,111
0,17,60,0
1,17,66,3
2,17,99,11
3,17,110,11
4,17,150,23
5,17,224,31
6,17,241,31
7,17,325,31
8,17,429,41
9,17,451,41
10,17,477,41
11,17,772,43
12,17,874,43
13,17,948,43
14,17,1037,53
15,17,1288,53
16,17,1391,53
17,17,1519,53
18,17,1740,53
19,17,1926,53
20,17,1891,53
21,17,3101,63
22,17,2954,63
23,17,3129,63
24,17,3410,63
25,17,3904,63
26,17,4134,63
27,17,4854,63
28,17,6021,63
29,17,6268,63
30,17,6457,63
31,17,6771,63
32,17,7401,63
33,17,7796,63
34,17,8511,63
35,17,8423,63
36,17,9412,63
37,17,11303,70
38,17,11747,70
39,17,12316,70
40,17,12986,70
41,17,13950,70
42,17,15944,82
43,17,16703,82
44,17,16089,82
45,17,18617,82
46,17,24754,82
47,17,24313,82
48,17,25167,82
49,17,27499,82
50,17,30776,82
51,17,31820,82
52,17,36286,82
53,17,48695,82
54,17,45468,82
55,17,49058,82
56,17,47090,82
57,17,50915,82
58,17,54003,82
59,17,72918,82
60,17,68903,82
61,17,82298,84
62,17,98396,90
63,17,129328,100
64,17,127934,100
65,17,162588,100
66,17,150096,100
67,17,203588,101
68,17,223666,101
69,17,220694,101
70,17,227736,101
71,17,228195,101
72,17,232811,101
73,17,247187,101
74,17,350680,102
75,17,339274,102
76,17,341237,102
77,17,416942,102
78,17,601373,102
79,17,677775,104
80,17,627427,104
81,17,766897,104
82,17,712638,104
83,17,868121,117
84,17,902134,117
85,17,938654,117
86,17,1114893,123
87,17,1332510,123
88,17,2067198,123
89,17,1983333,123
90,17,2066933,123
91,17,2475074,123
92,17,2165873,123
93,17,2136828,123
94,17,2141807,123
95,17,2417872,123
96,17,2580282,123
97,17,2479541,123
98,17,2574421,123
99,17,2612423,123
0,18,59,0
1,18,65,3
2,18,96,12
3,18,108,12
4,18,144,25
5,18,216,33
6,18,236,33
7,18,317,33
8,18,441,43
9,18,462,43
10,18,486,43
11,18,794,49
12,18,880,49
13,18,962,49
14,18,1077,55
15,18,1341,55
16,18,1432,55
17,18,1855,55
18,18,1788,55
19,18,1952,55
20,18,1935,55
21,18,2646,69
22,18,2812,69
23,18,3099,69
24,18,3279,69
25,18,4102,69
26,18,4235,69
27,18,5243,69
28,18,5910,69
29,18,6483,70
30,18,6660,70
31,18,7188,70
32,18,7470,70
33,18,7916,70
34,18,9305,70
35,18,9632,70
36,18,9739,70
37,18,12705,73
38,18,14140,73
39,18,13799,73
40,18,14567,73
41,18,14581,73
42,18,19093,86
43,18,19314,86
44,18,18541,86
45,18,20953,86
46,18,26982,86
47,18,26459,86
48,18,26435,86
49,18,27057,86
50,18,32759,86
51,18,34702,86
52,18,35853,86
53,18,47209,94
54,18,48559,94
55,18,50536,94
56,18,53671,94
57,18,52534,94
58,18,54986,94
59,18,73322,94
60,18,68510,94
61,18,95849,94
62,18,108580,96
63,18,132812,107
64,18,144379,107
65,18,164104,107
66,18,160729,107
67,18,221536,111
68,18,235832,111
69,18,283775,111
70,18,262661,111
71,18,329199,111
72,18,273013,111
73,18,267312,111
74,18,334663,111
75,18,377890,111
76,18,393401,111
77,18,461147,111
78,18,517783,111
79,18,696496,112
80,18,737292,112
81,18,773127,112
82,18,902180,112
83,18,1073882,125
84,18,1163398,125
85,18,1085125,125
86,18,1364835,130
87,18,1731384,130
88,18,2325343,130
89,18,2516008,130
90,18,2540567,130
91,18,2773600,130
92,18,3909704,130
93,18,4089525,130
94,18,3862369,130
95,18,7080540,130
96,18,3087260,130
97,18,2965360,130
98,18,3076946,130
99,18,4657201,130
0,19,62,0
1,19,69,3
2,19,101,12
3,19,114,12
4,19,152,25
5,19,230,34
6,19,250,34
7,19,335,34
8,19,443,45
9,19,465,45
10,19,492,45
11,19,1094,48
12,19,878,48
13,19,985,48
14,19,1159,58
15,19,1497,58
16,19,1563,58
17,19,1734,58
18,19,1964,58
19,19,2230,58
20,19,210540,58
21,19,4497,73
22,19,3730,73
23,19,4026,73
24,19,4263,73
25,19,5004,73
26,19,5232,73
27,19,7883,73
28,19,7718,73
29,19,17614,73
30,19,8791,73
31,19,9072,73
32,19,10103,73
33,19,10407,73
34,19,11796,73
35,19,14278,73
36,19,11238,73
37,19,13884,77
38,19,14253,77
39,19,14824,77
40,19,14893,77
41,19,17665,77
42,19,283032,91
43,19,18501,91
44,19,21000,91
45,19,19097,91
46,19,25662,91
47,19,28717,91
48,19,25446,91
49,19,234804,91
50,19,36849,91
51,19,40319,91
52,19,38630,91
53,19,331993,91
54,19,51391,91
55,19,67198,91
56,19,52879,91
57,19,57097,91
58,19,58046,91
59,19,195878,91
60,19,73159,91
61,19,225189,94
62,19,380455,99
63,19,275507,112
64,19,309354,112
65,19,444651,112
66,19,268383,112
67,19,498372,116
68,19,1008209,116
69,19,392441,116
70,19,539431,116
71,19,584897,116
72,19,732848,116
73,19,296570,116
74,19,395322,116
75,19,699268,116
76,19,981873,116
77,19,1099796,116
78,19,1216320,116
79,19,1457112,118
80,19,1998664,118
81,19,2456147,118
82,19,1998574,118
83,19,2131310,131
84,19,2230370,131
85,19,2562704,131
86,19,3238560,137
87,19,5359217,137
88,19,7291184,137
89,19,5804105,137
90,19,7947869,137
91,19,6251194,137
92,19,2921423,137
93,19,7936301,137
94,19,6574647,137
95,19,3351596,137
96,19,3487432,137
97,19,3330206,137
98,19,3246371,137
99,19,3258680,137
0,20,60,0
1,20,66,3
2,20,99,13
3,20,111,13
4,20,148,27
5,20,224,36
6,20,242,36
7,20,326,36
8,20,430,47
9,20,454,47
10,20,490,47
11,20,767,50
12,20,868,50
13,20,946,50
14,20,1106,61
15,20,1419,61
16,20,1522,61
17,20,2231,61
18,20,1883,61
19,20,2075,61
20,20,2041,61
21,20,2964,77
22,20,3168,77
23,20,3406,77
24,20,3697,77
25,20,4505,77
26,20,5036,77
27,20,6199,77
28,20,6984,77
29,20,7744,77
30,20,8981,77
31,20,8418,77
32,20,9714,77
33,20,9150,77
34,20,13622,77
35,20,11488,77
36,20,12574,77
37,20,16230,81
38,20,17329,81
39,20,16732,81
40,20,17936,81
41,20,17518,81
42,20,20211,95
43,20,20142,95
44,20,21259,95
45,20,21337,95
46,20,26224,95
47,20,28355,95
48,20,29859,95
49,20,31121,95
50,20,46566,95
51,20,36761,95
52,20,41444,95
53,20,52757,96
54,20,54256,96
55,20,60774,96
56,20,58477,96
57,20,57558,96
58,20,56968,96
59,20,65718,96
60,20,72750,96
61,20,84754,101
62,20,108484,107
63,20,138982,119
64,20,137944,119
65,20,186005,119
66,20,178348,119
67,20,216627,120
68,20,261661,120
69,20,282387,120
70,20,247047,120
71,20,240273,120
72,20,248844,120
73,20,254786,120
74,20,340197,123
75,20,363892,123
76,20,383515,123
77,20,470086,123
78,20,500911,123
79,20,729900,126
80,20,656440,126
81,20,975891,126
82,20,788595,126
83,20,1153776,142
84,20,1101834,142
85,20,1094113,142
86,20,1440925,148
87,20,1713994,148
88,20,2401870,148
89,20,2537945,148
90,20,2793657,148
91,20,2720745,148
92,20,2697131,148
93,20,2640672,148
94,20,2691753,148
95,20,2946501,148
96,20,2967706,148
97,20,3170540,148
98,20,3018382,148
99,20,3041573,148
0,21,58,0
1,21,65,3
2,21,96,13
3,21,109,13
4,21,144,28
5,21,215,38
6,21,234,38
7,21,317,38
8,21,414,50
9,21,438,50
10,21,469,50
11,21,1059,53
12,21,850,53
13,21,920,53
14,21,1108,64
15,21,1438,64
16,21,1510,64
17,21,1678,64
18,21,1889,64
19,21,2054,64
20,21,1900,64
21,21,2486,80
22,21,2609,80
23,21,2827,80
24,21,3017,80
25,21,4052,80
26,21,4087,80
27,21,5413,80
28,21,6059,80
29,21,7345,80
30,21,8268,80
31,21,7841,80
32,21,9466,80
33,21,8657,80
34,21,9850,80
35,21,10450,80
36,21,11087,80
37,21,13216,85
38,21,13876,85
39,21,14577,85
40,21,14591,85
41,21,15317,85
42,21,19515,100
43,21,19184,100
44,21,19985,100
45,21,19733,100
46,21,24242,100
47,21,27395,100
48,21,27709,100
49,21,33402,100
50,21,37405,100
51,21,37362,100
52,21,39746,100
53,21,54120,101
54,21,55388,101
55,21,55400,101
56,21,57491,101
57,21,58701,101
58,21,60872,101
59,21,74814,101
60,21,80203,101
61,21,90084,106
62,21,115993,112
63,21,155709,124
64,21,166309,124
65,21,168420,124
66,21,174599,124
67,21,223664,125
68,21,221511,125
69,21,227480,125
70,21,238596,125
71,21,232101,125
72,21,244355,125
73,21,230503,125
74,21,332191,128
75,21,355690,128
76,21,380896,128
77,21,604743,128
78,21,586988,128
79,21,748589,130
80,21,909513,130
81,21,846046,130
82,21,944893,130
83,21,1064398,146
84,21,1097679,146
85,21,1145821,146
86,21,1405150,153
87,21,1728118,153
88,21,2459133,155
89,21,2623931,155
90,21,2554343,155
91,21,2945918,155
92,21,2717146,155
93,21,2716808,155
94,21,2651756,155
95,21,2986084,155
96,21,3089216,155
97,21,3201086,155
98,21,3056133,155
99,21,3089161,155
0,22,62,0
1,22,68,3
2,22,100,14
3,22,114,14
4,22,153,29
5,22,229,39
6,22,249,39
7,22,340,39
8,22,441,51
9,22,462,51
10,22,487,51
11,22,773,51
12,22,863,51
13,22,1016,51
14,22,1473,66
15,22,1427,66
16,22,1487,66
17,22,1669,66
18,22,1919,66
19,22,2514,66
20,22,2052,66
21,22,3273,76
22,22,3462,76
23,22,3720,76
24,22,4043,76
25,22,5204,77
26,22,5348,77
27,22,13418,77
28,22,7218,77
29,22,8181,77
30,22,9352,77
31,22,8964,77
32,22,9458,77
33,22,9746,77
34,22,11565,77
35,22,11711,77
36,22,12710,77
37,22,17155,88
38,22,15859,88
39,22,16495,88
40,22,15981,88
41,22,16048,88
42,22,18893,104
43,22,18763,104
44,22,21395,104
45,22,21021,104
46,22,25643,104
47,22,28059,104
48,22,29520,104
49,22,32430,104
50,22,38760,104
51,22,39752,104
52,22,44093,104
53,22,58437,104
54,22,58221,104
55,22,61308,104
56,22,59487,104
57,22,62923,104
58,22,63543,104
59,22,80676,104
60,22,80882,104
61,22,100614,104
62,22,122932,111
63,22,152028,122
64,22,156225,122
65,22,190962,122
66,22,188433,122
67,22,261605,124
68,22,263872,124
69,22,280198,124
70,22,287758,124
71,22,340250,124
72,22,286440,124
73,22,288140,124
74,22,376975,125
75,22,416797,125
76,22,429507,125
77,22,549275,125
78,22,578147,125
79,22,1532712,130
80,22,1883413,130
81,22,1879366,130
82,22,1792829,130
83,22,2743324,147
84,22,2662645,147
85,22,2442953,147
86,22,2258356,157
87,22,1905570,157
88,22,2521911,157
89,22,5730307,157
90,22,7141806,157
91,22,3631804,157
92,22,2772674,157
93,22,2825008,157
94,22,2847028,157
95,22,3135606,157
96,22,3209057,157
97,22,3324108,157
98,22,7719846,157
99,22,7246314,157
0,23,82,0
1,23,80,4
2,23,127,15
3,23,132,15
4,23,191,31
5,23,274,42
6,23,341,42
7,23,489,42
8,23,669,55
9,23,665,55
10,23,731,55
11,23,1306,57
12,23,995,57
13,23,1136,57
14,23,1428,71
15,23,3821,71
16,23,2058,71
17,23,2541,71
18,23,2999,71
19,23,2588,71
20,23,3905,71
21,23,4971,85
22,23,5280,85
23,23,9324,85
24,23,5640,85
25,23,7188,85
26,23,6812,85
27,23,8574,85
28,23,9667,85
29,23,11017,85
30,23,11170,85
31,23,11931,85
32,23,14000,85
33,23,12751,85
34,23,14258,85
35,23,20322,85
36,23,14521,85
37,23,20132,94
38,23,18924,94
39,23,26921,94
40,23,23181,94
41,23,20703,94
42,23,22977,110
43,23,26418,110
44,23,27861,110
45,23,34501,110
46,23,29567,110
47,23,37358,110
48,23,35558,110
49,23,36061,110
50,23,38481,110
51,23,49513,110
52,23,53236,110
53,23,67194,110
54,23,62315,110
55,23,99533,110
56,23,83084,110
57,23,69115,110
58,23,73319,110
59,23,87047,110
60,23,85915,110
61,23,108782,110
62,23,137559,120
63,23,161394,133
64,23,155901,133
65,23,203868,133
66,23,195051,133
67,23,259765,134
68,23,284024,134
69,23,292051,134
70,23,285831,134
71,23,377111,134
72,23,288996,134
73,23,288640,134
74,23,365912,135
75,23,418716,135
76,23,441016,135
77,23,545428,135
78,23,599408,135
79,23,852102,142
80,23,794532,142
81,23,928548,142
82,23,937042,142
83,23,2422590,158
84,23,4210412,158
85,23,4080223,158
86,23,4596873,165
87,23,5406999,165
88,23,8673256,165
89,23,8172481,165
90,23,5434643,165
91,23,4061012,165
92,23,8491209,165
93,23,4626598,165
94,23,3160195,165
95,23,5310186,165
96,23,9172822,165
97,23,11051420,165
98,23,8589608,165
99,23,5729236,165
0,24,64,0
1,24,71,4
2,24,107,16
3,24,119,16
4,24,158,33
5,24,236,44
6,24,255,44
7,24,346,44
8,24,460,57
9,24,483,57
10,24,511,57
11,24,795,57
12,24,893,57
13,24,1021,57
14,24,1273,73
15,24,1613,73
16,24,1683,73
17,24,1800,73
18,24,1982,73
19,24,7598,73
20,24,2726,73
21,24,4536,91
22,24,3853,91
23,24,5076,91
24,24,4713,91
25,24,8196,91
26,24,5503,91
27,24,7131,91
28,24,10495,91
29,24,9170,91
30,24,9064,91
31,24,9375,91
32,24,10576,91
33,24,10302,91
34,24,12083,91
35,24,12507,91
36,24,13230,91
37,24,24832,96
38,24,18612,96
39,24,18941,96
40,24,19541,96
41,24,25028,96
42,24,24899,113
43,24,26116,113
44,24,23929,113
45,24,22994,113
46,24,26149,113
47,24,38841,113
48,24,35928,113
49,24,42278,113
50,24,45450,113
51,24,45741,113
52,24,50275,113
53,24,65404,114
54,24,67620,114
55,24,68215,114
56,24,65186,114
57,24,75358,114
58,24,96321,114
59,24,96779,114
60,24,97452,114
61,24,113184,116
62,24,155862,123
63,24,233542,141
64,24,182221,141
65,24,222642,141
66,24,229927,141
67,24,370497,146
68,24,281332,146
69,24,319156,146
70,24,308913,146
71,24,361234,146
72,24,405209,146
73,24,608798,146
74,24,615288,146
75,24,569351,146
76,24,964946,146
77,24,1864761,146
78,24,1906818,146
79,24,2353981,148
80,24,1626070,148
81,24,2329701,148
82,24,1921538,148
83,24,1367194,164
84,24,1260195,164
85,24,1280068,164
86,24,2458544,172
87,24,3589962,172
88,24,3087403,172
89,24,2999691,172
90,24,3826086,172
91,24,2721314,172
92,24,3058811,172
93,24,2924252,172
94,24,3375601,172
95,24,3037211,172
96,24,3089259,172
97,24,3844254,172
98,24,6129350,172
99,24,3138715,172
0,25,58,0
1,25,65,4
2,25,96,16
3,25,108,16
4,25,143,33
5,25,216,45
6,25,234,45
7,25,318,45
8,25,418,59
9,25,439,59
10,25,461,59
11,25,750,62
12,25,836,62
13,25,1311,62
14,25,1114,76
15,25,1351,76
16,25,1340,76
17,25,1493,76
18,25,1685,76
19,25,1934,76
20,25,1935,76
21,25,2969,91
22,25,3128,91
23,25,3302,91
24,25,3620,91
25,25,5007,91
26,25,4814,91
27,25,6280,91
28,25,7289,91
29,25,8436,91
30,25,8959,91
31,25,9127,91
32,25,9480,91
33,25,10467,91
34,25,11734,91
35,25,11289,91
36,25,12688,91
37,25,15826,100
38,25,16901,100
39,25,16784,100
40,25,17430,100
41,25,18119,100
42,25,22133,118
43,25,22763,118
44,25,27308,118
45,25,25643,118
46,25,29105,118
47,25,32478,118
48,25,31959,118
49,25,34048,118
50,25,41453,118
51,25,41063,118
52,25,48238,118
53,25,65733,119
54,25,64919,119
55,25,70271,119
56,25,178033,119
57,25,281583,119
58,25,103634,119
59,25,163844,119
60,25,140923,119
61,25,363732,121
62,25,417295,129
63,25,184568,147
64,25,167608,147
65,25,220674,147
66,25,220951,147
67,25,269299,153
68,25,295079,153
69,25,302267,153
70,25,307532,153
71,25,303061,153
72,25,318799,153
73,25,381927,153
74,25,424829,153
75,25,486482,153
76,25,490765,153
77,25,665679,153
78,25,650318,153
79,25,920280,155
80,25,899626,155
81,25,968150,155
82,25,1220494,155
83,25,1738857,172
84,25,1722376,172
85,25,1663097,172
86,25,1750795,180
87,25,2208594,180
88,25,2903461,186
89,25,3459965,186
90,25,3659206,186
91,25,3331815,186
92,25,4186142,186
93,25,4499524,186
94,25,4691951,186
95,25,3838358,186
96,25,4194065,186
97,25,6807743,186
98,25,9604240,186
99,25,3735716,186
0,26,61,0
1,26,66,4
2,26,99,16
3,26,110,16
4,26,147,34
5,26,222,47
6,26,241,47
7,26,326,47
8,26,428,61
9,26,452,61
10,26,477,61
11,26,859,68
12,26,940,68
13,26,1062,68
14,26,1190,79
15,26,1553,79
16,26,1623,79
17,26,2517,79
18,26,2071,79
19,26,2341,79
20,26,2328,79
21,26,3346,99
22,26,3556,99
23,26,3778,99
24,26,4018,99
25,26,5057,99
26,26,5629,99
27,26,6560,99
28,26,7280,99
29,26,8086,99
30,26,10064,99
31,26,11014,99
32,26,12582,99
33,26,10781,99
34,26,14701,99
35,26,13571,99
36,26,12253,99
37,26,15828,104
38,26,16457,104
39,26,17076,104
40,26,17308,104
41,26,17909,104
42,26,21298,122
43,26,21914,122
44,26,21277,122
45,26,21740,122
46,26,24962,122
47,26,29832,122
48,26,30172,122
49,26,30914,122
50,26,35530,122
51,26,37673,122
52,26,41723,122
53,26,71992,123
54,26,65529,123
55,26,67417,123
56,26,62418,123
57,26,73839,123
58,26,68157,123
59,26,87256,123
60,26,93507,123
61,26,117300,126
62,26,168376,133
63,26,168134,152
64,26,159118,152
65,26,194329,152
66,26,199496,152
67,26,481454,161
68,26,438547,161
69,26,358606,161
70,26,302293,161
71,26,500998,161
72,26,643972,161
73,26,376219,161
74,26,404163,161
75,26,773823,161
76,26,1488613,161
77,26,1406653,161
78,26,1299253,161
79,26,1392868,163
80,26,952949,163
81,26,1340829,163
82,26,2492400,163
83,26,2853402,183
84,26,3273017,183
85,26,3032867,183
86,26,3059137,190
87,26,3075489,190
88,26,2890699,195
89,26,3231205,195
90,26,2878185,195
91,26,3548976,195
92,26,3712672,195
93,26,7167527,195
94,26,6750448,195
95,26,6356167,195
96,26,7983628,195
97,26,3672238,195
98,26,6732014,195
99,26,6913403,195
0,27,60,0
1,27,68,4
2,27,99,17
3,27,118,17
4,27,155,36
5,27,239,49
6,27,260,49
7,27,351,49
8,27,461,64
9,27,491,64
10,27,540,64
11,27,966,68
12,27,859,68
13,27,950,68
14,27,1140,82
15,27,1406,82
16,27,1394,82
17,27,1567,82
18,27,1778,82
19,27,1990,82
20,27,1950,82
21,27,3046,102
22,27,3117,102
23,27,3443,102
24,27,3931,102
25,27,4830,102
26,27,5035,102
27,27,6684,102
28,27,7541,102
29,27,8894,102
30,27,9415,102
31,27,9191,102
32,27,262776,102
33,27,11405,102
34,27,13520,102
35,27,12369,102
36,27,13081,102
37,27,16212,108
38,27,16887,108
39,27,17445,108
40,27,17538,108
41,27,21143,108
42,27,149135,127
43,27,22021,127
44,27,24584,127
45,27,22745,127
46,27,31012,127
47,27,165502,127
48,27,33520,127
49,27,32495,127
50,27,38758,127
51,27,145844,127
52,27,133488,127
53,27,83934,128
54,27,215009,128
55,27,74054,128
56,27,200675,128
57,27,224769,128
58,27,74747,128
59,27,470587,128
60,27,76780,128
61,27,356204,135
62,27,294483,143
63,27,391303,159
64,27,149614,159
65,27,343224,159
66,27,444314,159
67,27,774006,165
68,27,806065,165
69,27,593723,165
70,27,595215,165
71,27,519247,165
72,27,962477,165
73,27,1025183,165
74,27,868744,169
75,27,1194490,169
76,27,1638758,169
77,27,1425295,169
78,27,1420882,169
79,27,1802336,171
80,27,2836238,171
81,27,2681547,171
82,27,2830333,171
83,27,3162426,193
84,27,2603634,193
85,27,2573524,193
86,27,1734686,201
87,27,1902004,201
88,27,5982838,203
89,27,6295428,203
90,27,3206365,203
91,27,2899793,203
92,27,2931876,203
93,27,2929144,203
94,27,2967730,203
95,27,3509090,203
96,27,8931679,203
97,27,5956772,203
98,27,3385691,203
99,27,3568280,203
0,28,68,0
1,28,75,4
2,28,111,17
3,28,126,17
4,28,505,37
5,28,285,51
6,28,275,51
7,28,373,51
8,28,492,66
9,28,743,66
10,28,545,66
11,28,1950,74
12,28,1081,74
13,28,1196,74
14,28,1406,85
15,28,2170,85
16,28,1758,85
17,28,1973,85
18,28,2241,85
19,28,3203,85
20,28,2481,85
21,28,3857,106
22,28,3960,106
23,28,4268,106
24,28,4979,106
25,28,5807,106
26,28,11551,106
27,28,7998,106
28,28,8748,106
29,28,12435,108
30,28,9562,108
31,28,13307,108
32,28,10550,108
33,28,10262,108
34,28,12364,108
35,28,13247,108
36,28,14183,108
37,28,17777,112
38,28,38565,112
39,28,20401,112
40,28,19962,112
41,28,25857,112
42,28,24384,132
43,28,31599,132
44,28,25338,132
45,28,24851,132
46,28,29803,132
47,28,39375,132
48,28,34454,132
49,28,40356,132
50,28,47924,132
51,28,45856,132
52,28,51397,132
53,28,76764,145
54,28,77117,145
55,28,71585,145
56,28,85537,145
57,28,79133,145
58,28,68859,145
59,28,89166,145
60,28,103436,145
61,28,116397,145
62,28,139258,152
63,28,166355,168
64,28,180545,168
65,28,201436,168
66,28,211675,168
67,28,265973,175
68,28,305930,175
69,28,282555,175
70,28,367104,175
71,28,304793,175
72,28,314150,175
73,28,316322,175
74,28,397926,175
75,28,457093,175
76,28,477291,175
77,28,721205,175
78,28,757557,175
79,28,1382471,178
80,28,1081721,178
81,28,1160530,178
82,28,1178936,178
83,28,1355277,203
84,28,1325952,203
85,28,1270065,203
86,28,1592970,212
87,28,2323314,212
88,28,2995811,215
89,28,3745957,215
90,28,3108222,215
91,28,3449085,215
92,28,3506175,215
93,28,3296168,215
94,28,3708820,215
95,28,3701134,215
96,28,3646470,215
97,28,3888200,215
98,28,3975471,215
99,28,3546134,215
0,29,60,0
1,29,66,4
2,29,98,18
3,29,110,18
4,29,148,38
5,29,223,52
6,29,241,52
7,29,327,52
8,29,429,68
9,29,453,68
10,29,890,68
11,29,751,72
12,29,839,72
13,29,920,72
14,29,1120,87
15,29,1396,87
16,29,1500,87
17,29,1687,87
18,29,1817,87
19,29,2301,87
20,29,1985,87
21,29,2811,109
22,29,3085,109
23,29,3104,109
24,29,3295,109
25,29,4871,109
26,29,4659,109
27,29,6470,109
28,29,6886,109
29,29,8314,109
30,29,8652,109
31,29,9568,109
32,29,10594,109
33,29,11343,109
34,29,13246,109
35,29,13037,109
36,29,17758,109
37,29,19445,115
38,29,18616,115
39,29,19526,115
40,29,20761,115
41,29,19502,115
42,29,23112,135
43,29,23211,135
44,29,23417,135
45,29,24411,135
46,29,30302,135
47,29,32696,135
48,29,31420,135
49,29,34044,135
50,29,36731,135
51,29,37069,135
52,29,40860,135
53,29,58771,136
54,29,61898,136
55,29,69140,136
56,29,61098,136
57,29,66717,136
58,29,66521,136
59,29,82657,136
60,29,94805,136
61,29,108625,143
62,29,128409,152
63,29,153060,169
64,29,151893,169
65,29,192263,169
66,29,188301,169
67,29,276486,179
68,29,301385,179
69,29,267007,179
70,29,269953,179
71,29,267959,179
72,29,271599,179
73,29,332274,179
74,29,342984,179
75,29,417899,179
76,29,409630,179
77,29,507797,179
78,29,568593,179
79,29,766032,182
80,29,882987,182
81,29,849391,182
82,29,892006,182
83,29,1759754,208
84,29,1498536,208
85,29,1215665,208
86,29,1468911,218
87,29,1894016,218
88,29,2491728,218
89,29,2864998,218
90,29,2596624,218
91,29,2788637,218
92,29,3276996,218
93,29,2788301,218
94,29,2853984,218
95,29,3097957,218
96,29,3181418,218
97,29,3564275,218
98,29,3152106,218
99,29,3339341,218
0,30,61,0
1,30,64,4
2,30,95,18
3,30,107,18
4,30,142,39
5,30,216,54
6,30,234,54
7,30,316,54
8,30,441,70
9,30,462,70
10,30,1536,70
11,30,853,78
12,30,934,78
13,30,1007,78
14,30,1172,90
15,30,1558,90
16,30,1661,90
17,30,1900,90
18,30,2014,90
19,30,2218,90
20,30,2201,90
21,30,3204,113
22,30,3473,113
23,30,3700,113
24,30,13768,113
25,30,5470,113
26,30,5502,113
27,30,7630,113
28,30,7792,113
29,30,8493,114
30,30,8688,114
31,30,9828,114
32,30,9978,114
33,30,9945,114
34,30,11423,114
35,30,12219,114
36,30,12747,114
37,30,14961,119
38,30,16285,119
39,30,16196,119
40,30,16736,119
41,30,16939,119
42,30,23129,140
43,30,26769,140
44,30,21933,140
45,30,21407,140
46,30,25434,140
47,30,29357,140
48,30,29573,140
49,30,30857,140
50,30,35192,140
51,30,37434,140
52,30,44085,140
53,30,61764,154
54,30,58814,154
55,30,63095,154
56,30,64686,154
57,30,69324,154
58,30,66087,154
59,30,77493,154
60,30,83320,154
61,30,124589,154
62,30,123034,162
63,30,163870,180
64,30,154388,180
65,30,215643,180
66,30,427669,180
67,30,307243,186
68,30,282349,186
69,30,284579,186
70,30,287172,186
71,30,417209,186
72,30,305516,186
73,30,300945,186
74,30,396837,186
75,30,440098,186
76,30,499152,186
77,30,543836,186
78,30,1026227,186
79,30,1772390,193
80,30,1822776,193
81,30,1829908,193
82,30,2895829,193
83,30,2399820,217
84,30,1239680,217
85,30,1810993,217
86,30,2749273,231
87,30,2507061,231
88,30,2863200,231
89,30,3117835,231
90,30,3158890,231
91,30,2987654,231
92,30,3285596,231
93,30,3338030,231
94,30,3580769,231
95,30,3554609,231
96,30,3496363,231
97,30,3914043,231
98,30,3501483,231
99,30,3723385,231
0,31,60,0
1,31,67,5
2,31,98,20
3,31,111,20
4,31,148,42
5,31,223,56
6,31,242,56
7,31,326,56
8,31,459,73
9,31,477,73
10,31,502,73
11,31,1408,83
12,31,958,83
13,31,1035,83
14,31,1240,94
15,31,1672,94
16,31,1771,94
17,31,2400,94
18,31,2126,94
19,31,3118,94
20,31,2293,94
21,31,3583,118
22,31,3470,118
23,31,3733,118
24,31,4014,118
25,31,5197,118
26,31,7703,118
27,31,7872,118
28,31,8634,118
29,31,9241,119
30,31,10138,119
31,31,9638,119
32,31,9894,119
33,31,11723,119
34,31,13777,119
35,31,14060,119
36,31,14220,119
37,31,18619,125
38,31,18594,125
39,31,19199,125
40,31,19403,125
41,31,20022,125
42,31,29559,147
43,31,26046,147
44,31,26838,147
45,31,26011,147
46,31,30736,147
47,31,32478,147
48,31,33824,147
49,31,35550,147
50,31,43892,147
51,31,44741,147
52,31,51839,147
53,31,68229,165
54,31,68745,165
55,31,75718,165
56,31,73610,165
57,31,73478,165
58,31,74588,165
59,31,87238,165
60,31,267706,165
61,31,177531,165
62,31,232013,173
63,31,170163,192
64,31,152382,192
65,31,188995,192
66,31,192782,192
67,31,264800,198
68,31,468824,198
69,31,335127,198
70,31,288950,198
71,31,314269,198
72,31,295059,198
73,31,313661,198
74,31,478242,198
75,31,461617,198
76,31,479054,198
77,31,607466,198
78,31,662780,198
79,31,1416406,206
80,31,956350,206
81,31,1052372,206
82,31,1098429,206
83,31,1378177,230
84,31,1339359,230
85,31,1445243,230
86,31,1667543,240
87,31,2129637,240
88,31,2976998,240
89,31,3702039,240
90,31,3320724,240
91,31,3536647,240
92,31,3616078,240
93,31,3409332,240
94,31,3905267,240
95,31,3911258,240
96,31,3940585,240
97,31,4374785,240
98,31,4408162,240
99,31,3945821,240
0,32,60,0
1,32,67,5
2,32,100,20
3,32,109,20
4,32,144,42
5,32,215,57
6,32,232,57
7,32,326,57
8,32,456,74
9,32,476,74
10,32,501,74
11,32,820,83
12,32,916,83
13,32,978,83
14,32,1149,95
15,32,1480,95
