n,w,time,res
87,16,12217,111
88,16,12823,111
89,16,12296,111
90,16,11540,111
91,16,11961,111
92,16,11768,111
93,16,11513,111
94,16,11628,111
95,16,12068,111
96,16,12178,111
97,16,12353,111
98,16,12614,111
99,16,12250,111
0,17,77,0
1,17,232,3
2,17,1266,11
3,17,591,11
4,17,817,23
5,17,904,31
6,17,868,31
7,17,978,31
8,17,1146,41
9,17,1256,41
10,17,1387,41
11,17,1518,43
12,17,1645,43
13,17,1754,43
14,17,1907,53
15,17,2043,53
16,17,2150,53
17,17,2295,53
18,17,2898,53
19,17,2610,53
20,17,3210,53
21,17,2866,63
22,17,2988,63
23,17,3111,63
24,17,3234,63
25,17,3383,63
26,17,3495,63
27,17,3643,63
28,17,3781,63
29,17,4244,63
30,17,4020,63
31,17,4123,63
32,17,4253,63
33,17,4373,63
34,17,4503,63
35,17,4998,63
36,17,4927,63
37,17,4737,70
38,17,4865,70
39,17,4972,70
40,17,5594,70
41,17,5209,70
42,17,6149,82
43,17,5536,82
44,17,5814,82
45,17,5633,82
46,17,5848,82
47,17,7400,82
48,17,6702,82
49,17,6850,82
50,17,7023,82
51,17,7538,82
52,17,7448,82
53,17,7187,82
54,17,7361,82
55,17,7475,82
56,17,8114,82
57,17,7483,82
58,17,7627,82
59,17,8321,82
60,17,8579,82
61,17,8044,84
62,17,8242,90
63,17,9139,100
64,17,8357,100
65,17,8471,100
66,17,8613,100
67,17,9035,101
68,17,8802,101
69,17,8903,101
70,17,9396,101
71,17,8958,101
72,17,10760,101
73,17,9427,101
74,17,10134,102
75,17,10325,102
76,17,10011,102
77,17,11004,102
78,17,10441,102
79,17,10569,104
80,17,11273,104
81,17,10873,104
82,17,11828,104
83,17,11390,117
84,17,10986,117
85,17,11910,117
86,17,11242,123
87,17,11980,123
88,17,13222,123
89,17,11727,123
90,17,12331,123
91,17,12684,123
92,17,12456,123
93,17,12918,123
94,17,12700,123
95,17,14123,123
96,17,12981,123
97,17,13079,123
98,17,14743,123
99,17,13357,123
0,18,81,0
1,18,249,3
2,18,367,12
3,18,497,12
4,18,672,25
5,18,791,33
6,18,2043,33
7,18,1056,33
8,18,1238,43
9,18,1366,43
10,18,1514,43
11,18,1660,49
12,18,2276,49
13,18,1984,49
14,18,2154,55
15,18,2308,55
16,18,2430,55
17,18,2593,55
18,18,2724,55
19,18,2864,55
20,18,3444,55
21,18,4469,69
22,18,3273,69
23,18,3767,69
24,18,3414,69
25,18,3574,69
26,18,3703,69
27,18,3856,69
28,18,4798,69
29,18,4152,70
30,18,4257,70
31,18,4723,70
32,18,4383,70
33,18,4493,70
34,18,4639,70
35,18,5412,70
36,18,4887,70
37,18,5031,73
38,18,5173,73
39,18,5271,73
40,18,5394,73
41,18,5852,73
42,18,5687,86
43,18,5796,86
44,18,5925,86
45,18,6045,86
46,18,6583,86
47,18,6331,86
48,18,6967,86
49,18,6793,86
50,18,6883,86
51,18,7438,86
52,18,7256,86
53,18,7983,94
54,18,7540,94
55,18,8195,94
56,18,7805,94
57,18,7933,94
58,18,8066,94
59,18,8552,94
60,18,8346,94
61,18,8721,94
62,18,8796,96
63,18,8770,107
64,18,8856,107
65,18,9014,107
66,18,9355,107
67,18,9156,111
68,18,9764,111
69,18,10036,111
70,18,9574,111
71,18,9706,111
72,18,10157,111
73,18,9927,111
74,18,10089,111
75,18,10579,111
76,18,10399,111
77,18,10536,111
78,18,11528,111
79,18,10851,112
80,18,11666,112
81,18,12139,112
82,18,11613,112
83,18,11802,125
84,18,12847,125
85,18,12778,125
86,18,13115,130
87,18,12756,130
88,18,13437,130
89,18,13015,130
90,18,13643,130
91,18,12982,130
92,18,13410,130
93,18,13734,130
94,18,12973,130
95,18,13674,130
96,18,13291,130
97,18,14782,130
98,18,14505,130
99,18,14673,130
0,19,83,0
1,19,260,3
2,19,389,12
3,19,527,12
4,19,713,25
5,19,837,34
6,19,988,34
7,19,1120,34
8,19,1292,45
9,19,1439,45
10,19,1590,45
11,19,1750,48
12,19,1888,48
13,19,2021,48
14,19,2191,58
15,19,2357,58
16,19,2469,58
17,19,3038,58
18,19,3006,58
19,19,3317,58
20,19,3469,58
21,19,3087,73
22,19,3217,73
23,19,3357,73
24,19,3490,73
25,19,3657,73
26,19,3781,73
27,19,4397,73
28,19,4102,73
29,19,4245,73
30,19,4353,73
31,19,4466,73
32,19,4610,73
33,19,4721,73
34,19,5815,73
35,19,5135,73
36,19,5285,73
37,19,6075,77
38,19,5641,77
39,19,6384,77
40,19,5909,77
41,19,6001,77
42,19,6212,91
43,19,6308,91
44,19,7177,91
45,19,6566,91
46,19,6505,91
47,19,6661,91
48,19,6742,91
49,19,8311,91
50,19,7316,91
51,19,7470,91
52,19,7626,91
53,19,8162,91
54,19,7938,91
55,19,8087,91
56,19,8174,91
57,19,8678,91
58,19,8459,91
59,19,9255,91
60,19,9136,91
61,19,8948,94
62,19,9138,99
63,19,9324,112
64,19,10389,112
65,19,9859,112
66,19,9746,112
67,19,10989,116
68,19,10399,116
69,19,10552,116
70,19,11582,116
71,19,11706,116
72,19,11334,116
73,19,11381,116
74,19,10936,116
75,19,11418,116
76,19,11482,116
77,19,11085,116
78,19,11584,116
79,19,11411,118
80,19,11548,118
81,19,12035,118
82,19,12431,118
83,19,12403,131
84,19,12215,131
85,19,12754,131
86,19,22155,137
87,19,12658,137
88,19,13328,137
89,19,12986,137
90,19,13435,137
91,19,14694,137
92,19,14227,137
93,19,13947,137
94,19,14389,137
95,19,14229,137
96,19,14386,137
97,19,14866,137
98,19,14247,137
99,19,14571,137
0,20,81,0
1,20,271,3
2,20,402,13
3,20,541,13
4,20,740,27
5,20,871,36
6,20,2002,36
7,20,1167,36
8,20,1342,47
9,20,1467,47
10,20,1623,47
11,20,1782,50
12,20,1940,50
13,20,2075,50
14,20,2603,61
15,20,2400,61
16,20,2533,61
17,20,2699,61
18,20,2845,61
19,20,3006,61
20,20,3138,61
21,20,3313,77
22,20,3461,77
23,20,3600,77
24,20,4088,77
25,20,3932,77
26,20,4075,77
27,20,4265,77
28,20,4964,77
29,20,4720,77
30,20,4848,77
31,20,5470,77
32,20,5190,77
33,20,5294,77
34,20,6180,77
35,20,5758,77
36,20,6468,77
37,20,6507,81
38,20,6236,81
39,20,6358,81
40,20,6488,81
41,20,7432,81
42,20,6838,95
43,20,7410,95
44,20,6950,95
45,20,7453,95
46,20,7239,95
47,20,7413,95
48,20,7588,95
49,20,8117,95
50,20,8105,95
51,20,8249,95
52,20,8619,95
53,20,8640,96
54,20,8348,96
55,20,8966,96
56,20,8614,96
57,20,9915,96
58,20,8930,96
59,20,9710,96
60,20,9892,96
61,20,9726,101
62,20,9934,107
63,20,10453,119
64,20,10235,119
65,20,10423,119
66,20,10892,119
67,20,10740,120
68,20,11953,120
69,20,11695,120
70,20,10906,120
71,20,11062,120
72,20,11707,120
73,20,11535,120
74,20,12038,123
75,20,12813,123
76,20,12429,123
77,20,12994,123
78,20,13184,123
79,20,13635,126
80,20,13051,126
81,20,13649,126
82,20,13359,126
83,20,13180,142
84,20,13703,142
85,20,13452,142
86,20,14605,148
87,20,14257,148
88,20,15511,148
89,20,15222,148
90,20,15948,148
91,20,15943,148
92,20,16699,148
93,20,15341,148
94,20,15899,148
95,20,15612,148
96,20,16733,148
97,20,16528,148
98,20,16855,148
99,20,15732,148
0,21,82,0
1,21,279,3
2,21,418,13
3,21,563,13
4,21,767,28
5,21,913,38
6,21,1074,38
7,21,1216,38
8,21,1413,50
9,21,1562,50
10,21,2016,50
11,21,1890,53
12,21,2049,53
13,21,2188,53
14,21,2376,64
15,21,2549,64
16,21,2681,64
17,21,2854,64
18,21,3015,64
19,21,3181,64
20,21,3321,64
21,21,3837,80
22,21,3648,80
23,21,3799,80
24,21,3956,80
25,21,4133,80
26,21,4270,80
27,21,4456,80
28,21,4638,80
29,21,5144,80
30,21,6256,80
31,21,5979,80
32,21,6970,80
33,21,6333,80
34,21,6174,80
35,21,8140,80
36,21,8443,80
37,21,8742,85
38,21,10041,85
39,21,8959,85
40,21,8845,85
41,21,9643,85
42,21,9636,100
43,21,9437,100
44,21,10985,100
45,21,9885,100
46,21,10116,100
47,21,11287,100
48,21,10197,100
49,21,10758,100
50,21,11411,100
51,21,10538,100
52,21,11197,100
53,21,11941,101
54,21,11333,101
55,21,11958,101
56,21,12265,101
57,21,13167,101
58,21,13314,101
59,21,12965,101
60,21,13871,101
61,21,15743,106
62,21,11691,112
63,21,12462,124
64,21,11744,124
65,21,12542,124
66,21,13775,124
67,21,11863,125
68,21,12589,125
69,21,12190,125
70,21,12032,125
71,21,11828,125
72,21,12726,125
73,21,12273,125
74,21,12506,128
75,21,13136,128
76,21,12659,128
77,21,14264,128
78,21,13047,128
79,21,13245,130
80,21,13978,130
81,21,14360,130
82,21,14659,130
83,21,14606,146
84,21,15149,146
85,21,15666,146
86,21,15327,153
87,21,14637,153
88,21,15808,155
89,21,15019,155
90,21,15549,155
91,21,15329,155
92,21,16699,155
93,21,16731,155
94,21,16853,155
95,21,15968,155
96,21,16861,155
97,21,17499,155
98,21,18596,155
99,21,18560,155
0,22,86,0
1,22,298,3
2,22,446,14
3,22,717,14
4,22,1394,29
5,22,978,39
6,22,1173,39
7,22,1320,39
8,22,1527,51
9,22,1696,51
10,22,1872,51
11,22,2067,51
12,22,2231,51
13,22,2951,51
14,22,2584,66
15,22,3266,66
16,22,3101,66
17,22,9022,66
18,22,3868,66
19,22,3700,66
20,22,4876,66
21,22,4085,76
22,22,4940,76
23,22,5163,76
24,22,5014,76
25,22,5276,77
26,22,5436,77
27,22,5668,77
28,22,6289,77
29,22,5680,77
30,22,5844,77
31,22,6001,77
32,22,6195,77
33,22,6885,77
34,22,6063,77
35,22,6196,77
36,22,6873,77
37,22,6567,88
38,22,7368,88
39,22,6910,88
40,22,7061,88
41,22,7233,88
42,22,7446,104
43,22,7964,104
44,22,7751,104
45,22,7878,104
46,22,8802,104
47,22,8041,104
48,22,8188,104
49,22,8369,104
50,22,8860,104
51,22,8716,104
52,22,8916,104
53,22,14799,104
54,22,9270,104
55,22,10006,104
56,22,9910,104
57,22,9760,104
58,22,9920,104
59,22,10136,104
60,22,10310,104
61,22,10512,104
62,22,11038,111
63,22,10956,122
64,22,11080,122
65,22,12130,122
66,22,12194,122
67,22,12640,124
68,22,12500,124
69,22,12344,124
70,22,14110,124
71,22,12894,124
72,22,12888,124
73,22,14920,124
74,22,13662,125
75,22,15422,125
76,22,14033,125
77,22,15029,125
78,22,14463,125
79,22,15059,130
80,22,14562,130
81,22,14490,130
82,22,14358,130
83,22,14992,147
84,22,15329,147
85,22,15235,147
86,22,15672,157
87,22,16082,157
88,22,15990,157
89,22,16569,157
90,22,16618,157
91,22,16364,157
92,22,16726,157
93,22,16732,157
94,22,16520,157
95,22,17054,157
96,22,17634,157
97,22,18185,157
98,22,17750,157
99,22,18589,157
0,23,87,0
1,23,1328,4
2,23,447,15
3,23,614,15
4,23,829,31
5,23,992,42
6,23,1182,42
7,23,1345,42
8,23,1564,55
9,23,1728,55
10,23,1912,55
11,23,2099,57
12,23,2598,57
13,23,2443,57
14,23,2652,71
15,23,2839,71
16,23,2985,71
17,23,3184,71
18,23,3347,71
19,23,3520,71
20,23,3656,71
21,23,4157,85
22,23,4111,85
23,23,4275,85
24,23,4446,85
25,23,4646,85
26,23,4804,85
27,23,5011,85
28,23,5514,85
29,23,5591,85
30,23,5478,85
31,23,6213,85
32,23,6150,85
33,23,6800,85
34,23,6501,85
35,23,6652,85
36,23,7419,85
37,23,7056,94
38,23,8059,94
39,23,7404,94
40,23,7983,94
41,23,7510,94
42,23,8096,110
43,23,7893,110
44,23,8073,110
45,23,8220,110
46,23,9547,110
47,23,8648,110
48,23,8814,110
49,23,9392,110
50,23,9211,110
51,23,10293,110
52,23,9951,110
53,23,9515,110
54,23,9669,110
55,23,9843,110
56,23,10485,110
57,23,10325,110
58,23,10809,110
59,23,20417,110
60,23,11382,110
61,23,11333,110
62,23,11516,120
63,23,12429,133
64,23,11891,133
65,23,12366,133
66,23,12164,133
67,23,12104,134
68,23,12663,134
69,23,12477,134
70,23,12657,134
71,23,13294,134
72,23,13667,134
73,23,14430,134
74,23,13762,135
75,23,14304,135
76,23,14156,135
77,23,15660,135
78,23,15338,135
79,23,14348,142
80,23,15520,142
81,23,16034,142
82,23,17181,142
83,23,16086,158
84,23,15803,158
85,23,16284,158
86,23,16157,165
87,23,16727,165
88,23,16604,165
89,23,17138,165
90,23,17749,165
91,23,17842,165
92,23,16823,165
93,23,17324,165
94,23,17163,165
95,23,18201,165
96,23,18359,165
97,23,19144,165
98,23,18807,165
99,23,18595,165
0,24,88,0
1,24,319,4
2,24,478,16
3,24,664,16
4,24,891,33
5,24,1070,44
6,24,1574,44
7,24,1433,44
8,24,1665,57
9,24,1838,57
10,24,2033,57
11,24,2226,57
12,24,2425,57
13,24,2578,57
14,24,2808,73
15,24,3005,73
16,24,3160,73
17,24,3376,73
18,24,3902,73
19,24,3748,73
20,24,3894,73
21,24,4123,91
22,24,4297,91
23,24,4477,91
24,24,4676,91
25,24,5198,91
26,24,5050,91
27,24,5622,91
28,24,5819,91
29,24,5484,91
30,24,5653,91
31,24,6122,91
32,24,5996,91
33,24,6148,91
34,24,6351,91
35,24,6494,91
36,24,6990,91
37,24,6899,96
38,24,7091,96
39,24,7228,96
40,24,7706,96
41,24,7566,96
42,24,7797,113
43,24,7959,113
44,24,8454,113
45,24,9468,113
46,24,10175,113
47,24,8962,113
48,24,9665,113
49,24,9653,113
50,24,10339,113
51,24,10058,113
52,24,10285,113
53,24,10894,114
54,24,10690,114
55,24,11024,114
56,24,11130,114
57,24,11113,114
58,24,10762,114
59,24,11336,114
60,24,11144,114
61,24,11368,116
62,24,11951,123
63,24,11816,141
64,24,12295,141
65,24,12194,141
66,24,13069,141
67,24,13279,146
68,24,13631,146
69,24,14049,146
70,24,13949,146
71,24,13675,146
72,24,13496,146
73,24,13630,146
74,24,14192,146
75,24,14073,146
76,24,15254,146
77,24,15073,146
78,24,15661,146
79,24,15363,148
80,24,15916,148
81,24,15763,148
82,24,16311,148
83,24,16609,164
84,24,16250,164
85,24,16541,164
86,24,18884,172
87,24,17570,172
88,24,18906,172
89,24,19131,172
90,24,18186,172
91,24,19734,172
92,24,21647,172
93,24,20723,172
94,24,21542,172
95,24,22538,172
96,24,22127,172
97,24,23046,172
98,24,23005,172
99,24,23928,172
0,25,107,0
1,25,388,4
2,25,587,16
3,25,823,16
4,25,1101,33
5,25,1310,45
6,25,1566,45
7,25,1778,45
8,25,2058,59
9,25,2277,59
10,25,4222,59
11,25,2774,62
12,25,3005,62
13,25,3204,62
14,25,3487,76
15,25,4139,76
16,25,3873,76
17,25,4146,76
18,25,4351,76
19,25,4564,76
20,25,4740,76
21,25,5080,91
22,25,6295,91
23,25,5522,91
24,25,5737,91
25,25,6015,91
26,25,6854,91
27,25,7220,91
28,25,6492,91
29,25,7489,91
30,25,6923,91
31,25,7505,91
32,25,7124,91
33,25,6820,91
34,25,7044,91
35,25,7523,91
36,25,7642,91
37,25,7296,100
38,25,7489,100
39,25,7775,100
40,25,8439,100
41,25,8303,100
42,25,8555,118
43,25,9951,118
44,25,8982,118
45,25,9198,118
46,25,8866,118
47,25,9808,118
48,25,9467,118
49,25,9485,118
50,25,10659,118
51,25,10849,118
52,25,11058,118
53,25,12117,119
54,25,11151,119
55,25,11377,119
56,25,11947,119
57,25,11025,119
58,25,11864,119
59,25,12074,119
60,25,11959,119
61,25,12750,121
62,25,12646,129
63,25,13200,147
64,25,13105,147
65,25,12692,147
66,25,13170,147
67,25,13636,153
68,25,13623,153
69,25,13485,153
70,25,13977,153
71,25,13860,153
72,25,14055,153
73,25,14834,153
74,25,15317,153
75,25,15899,153
76,25,16086,153
77,25,15933,153
78,25,15750,153
79,25,16338,155
80,25,16239,155
81,25,16228,155
82,25,16119,155
83,25,16691,172
84,25,17287,172
85,25,16712,172
86,25,19003,180
87,25,19507,180
88,25,19062,186
89,25,19070,186
90,25,19566,186
91,25,20220,186
92,25,18714,186
93,25,19257,186
94,25,19531,186
95,25,18731,186
96,25,19262,186
97,25,19607,186
98,25,19925,186
99,25,19818,186
0,26,88,0
1,26,329,4
2,26,504,16
3,26,705,16
4,26,946,34
5,26,1126,47
6,26,1342,47
7,26,1511,47
8,26,1752,61
9,26,1935,61
10,26,2143,61
11,26,2359,68
12,26,2553,68
13,26,2719,68
14,26,2968,79
15,26,3527,79
16,26,3298,79
17,26,3534,79
18,26,3704,79
19,26,3888,79
20,26,4038,79
21,26,4317,99
22,26,5009,99
23,26,5199,99
24,26,5030,99
25,26,5258,99
26,26,5908,99
27,26,5676,99
28,26,5901,99
29,26,6117,99
30,26,6278,99
31,26,6457,99
32,26,6666,99
33,26,7182,99
34,26,7062,99
35,26,7232,99
36,26,7441,99
37,26,8361,104
38,26,7757,104
39,26,7921,104
40,26,8130,104
41,26,8606,104
42,26,8414,122
43,26,8572,122
44,26,9357,122
45,26,9691,122
46,26,9143,122
47,26,9343,122
48,26,10462,122
49,26,10261,122
50,26,10484,122
51,26,11176,122
52,26,11136,122
53,26,11202,123
54,26,12562,123
55,26,11705,123
56,26,12871,123
57,26,12359,123
58,26,12988,123
59,26,13259,123
60,26,12351,123
61,26,12979,126
62,26,12868,133
63,26,13098,152
64,26,13960,152
65,26,14072,152
66,26,14900,152
67,26,24106,161
68,26,15009,161
69,26,14234,161
70,26,14590,161
71,26,14893,161
72,26,24985,161
73,26,16920,161
74,26,15845,161
75,26,16015,161
76,26,16293,161
77,26,16753,161
78,26,16297,161
79,26,16899,163
80,26,16723,163
81,26,17473,163
82,26,17936,163
83,26,18128,183
84,26,18266,183
85,26,18416,183
86,26,17857,190
87,26,17749,190
88,26,19422,195
89,26,20425,195
90,26,19547,195
91,26,20130,195
92,26,20253,195
93,26,20267,195
94,26,20123,195
95,26,20453,195
96,26,21205,195
97,26,21192,195
98,26,20871,195
99,26,20475,195
0,27,89,0
1,27,340,4
2,27,521,17
3,27,729,17
4,27,979,36
5,27,1167,49
6,27,1387,49
7,27,1558,49
8,27,1808,64
9,27,2007,64
10,27,2219,64
11,27,2433,68
12,27,3156,68
13,27,2785,68
14,27,3074,82
15,27,3291,82
16,27,3457,82
17,27,4280,82
18,27,3865,82
19,27,4062,82
20,27,4834,82
21,27,4463,102
22,27,4644,102
23,27,4845,102
24,27,5040,102
25,27,6294,102
26,27,5463,102
27,27,5688,102
28,27,5912,102
29,27,6123,102
30,27,6296,102
31,27,6900,102
32,27,6681,102
33,27,6847,102
34,27,7755,102
35,27,7964,102
36,27,7871,102
37,27,8642,108
38,27,8326,108
39,27,9140,108
40,27,8705,108
41,27,8893,108
42,27,9644,127
43,27,9066,127
44,27,9271,127
45,27,9439,127
46,27,9962,127
47,27,9903,127
48,27,10103,127
49,27,11056,127
50,27,11731,127
51,27,12311,127
52,27,11686,127
53,27,11943,128
54,27,12497,128
55,27,12368,128
56,27,12949,128
57,27,13716,128
58,27,12312,128
59,27,13080,128
60,27,13041,128
61,27,21310,135
62,27,13168,143
63,27,13790,159
64,27,13597,159
65,27,14147,159
66,27,14019,159
67,27,14262,165
68,27,15561,165
69,27,15147,165
70,27,16992,165
71,27,16400,165
72,27,16159,165
73,27,15968,165
74,27,16564,169
75,27,16474,169
76,27,16685,169
77,27,18114,169
78,27,17936,169
79,27,17838,171
80,27,17670,171
81,27,18797,171
82,27,18118,171
83,27,18913,193
84,27,18358,193
85,27,18833,193
86,27,19592,201
87,27,19420,201
88,27,20897,203
89,27,20792,203
90,27,20473,203
91,27,21401,203
92,27,20796,203
93,27,21097,203
94,27,25590,203
95,27,20863,203
96,27,21009,203
97,27,21511,203
98,27,21384,203
99,27,21533,203
0,28,91,0
1,28,348,4
2,28,535,17
3,28,749,17
4,28,1009,37
5,28,1195,51
6,28,1434,51
7,28,1617,51
8,28,1878,66
9,28,2066,66
10,28,2741,66
11,28,3883,74
12,28,2833,74
13,28,3032,74
14,28,3291,85
15,28,3880,85
16,28,3697,85
17,28,3942,85
18,28,4137,85
19,28,4346,85
20,28,4523,85
21,28,4770,106
22,28,5311,106
23,28,5185,106
24,28,5389,106
25,28,6574,106
26,28,6012,106
27,28,6275,106
28,28,7251,106
29,28,6742,108
30,28,7774,108
31,28,7874,108
32,28,8531,108
33,28,8335,108
34,28,8608,108
35,28,9170,108
36,28,9054,108
37,28,9799,112
38,28,9944,112
39,28,12420,112
40,28,11314,112
41,28,11700,112
42,28,11303,132
43,28,11668,132
44,28,12591,132
45,28,11403,132
46,28,11840,132
47,28,13438,132
48,28,12407,132
49,28,14188,132
50,28,13990,132
51,28,14305,132
52,28,13510,132
53,28,13817,145
54,28,14442,145
55,28,14636,145
56,28,15548,145
57,28,14943,145
58,28,13913,145
59,28,14341,145
60,28,14866,145
61,28,13880,145
62,28,14496,152
63,28,14446,168
64,28,15006,168
65,28,13611,168
66,28,13791,168
67,28,14404,175
68,28,14260,175
69,28,16045,175
70,28,15097,175
71,28,15931,175
72,28,15539,175
73,28,17174,175
74,28,15990,175
75,28,17418,175
76,28,16908,175
77,28,17491,175
78,28,18688,175
79,28,17645,178
80,28,18094,178
81,28,17852,178
82,28,19408,178
83,28,20852,203
84,28,20250,203
85,28,19459,203
86,28,19326,212
87,28,20261,212
88,28,21010,215
89,28,20104,215
90,28,20730,215
91,28,21451,215
92,28,20710,215
93,28,20629,215
94,28,20838,215
95,28,20771,215
96,28,21287,215
97,28,22096,215
98,28,21378,215
99,28,21881,215
0,29,91,0
1,29,361,4
2,29,551,18
3,29,773,18
4,29,1042,38
5,29,1241,52
6,29,1484,52
7,29,1674,52
8,29,1947,68
9,29,2155,68
10,29,2394,68
11,29,2611,72
12,29,2797,72
13,29,2988,72
14,29,3289,87
15,29,3521,87
16,29,3696,87
17,29,3945,87
18,29,4143,87
19,29,4681,87
20,29,4527,87
21,29,4767,109
22,29,5416,109
23,29,5878,109
24,29,5553,109
25,29,6127,109
26,29,6000,109
27,29,6264,109
28,29,6762,109
29,29,6537,109
30,29,8126,109
31,29,7297,109
32,29,7975,109
33,29,7784,109
34,29,8630,109
35,29,8206,109
36,29,8448,109
37,29,8707,115
38,29,9264,115
39,29,9680,115
40,29,9533,115
41,29,10926,115
42,29,9576,135
43,29,9740,135
44,29,10430,135
45,29,10121,135
46,29,10633,135
47,29,10623,135
48,29,10528,135
49,29,10763,135
50,29,11313,135
51,29,11780,135
52,29,11495,135
53,29,12342,136
54,29,11921,136
55,29,12476,136
56,29,12320,136
57,29,12536,136
58,29,13113,136
59,29,13470,136
60,29,23354,136
61,29,13293,143
62,29,15465,152
63,29,14038,169
64,29,82355,169
65,29,15871,169
66,29,16058,169
67,29,14903,179
68,29,15720,179
69,29,15675,179
70,29,16479,179
71,29,15889,179
72,29,18820,179
73,29,19106,179
74,29,18130,179
75,29,18342,179
76,29,16915,179
77,29,17656,179
78,29,17782,179
79,29,18416,182
80,29,18636,182
81,29,19132,182
82,29,19215,182
83,29,19216,208
84,29,19763,208
85,29,19914,208
86,29,19890,218
87,29,20283,218
88,29,21270,218
89,29,20757,218
90,29,21584,218
91,29,20885,218
92,29,20734,218
93,29,22368,218
94,29,21668,218
95,29,21082,218
96,29,22577,218
97,29,23294,218
98,29,23489,218
99,29,24630,218
0,30,98,0
1,30,393,4
2,30,602,18
3,30,848,18
4,30,1142,39
5,30,1361,54
6,30,1980,54
7,30,1821,54
8,30,2118,70
9,30,2334,70
10,30,2590,70
11,30,3205,78
12,30,2974,78
13,30,3167,78
14,30,3448,90
15,30,3693,90
16,30,3870,90
17,30,5028,90
18,30,4962,90
19,30,4616,90
20,30,4802,90
21,30,5065,113
22,30,5274,113
23,30,5945,113
24,30,5670,113
25,30,6114,113
26,30,6328,113
27,30,6610,113
28,30,6865,113
29,30,6563,114
30,30,7583,114
31,30,7346,114
32,30,7862,114
33,30,7771,114
34,30,8321,114
35,30,7971,114
36,30,8536,114
37,30,8447,119
38,30,8675,119
39,30,8857,119
40,30,9416,119
41,30,9263,119
42,30,9550,140
43,30,10344,140
44,30,9959,140
45,30,13449,140
46,30,12542,140
47,30,11313,140
48,30,12198,140
49,30,11089,140
50,30,11351,140
51,30,11860,140
52,30,11831,140
53,30,12094,154
54,30,12636,154
55,30,13066,154
56,30,13559,154
57,30,12938,154
58,30,13907,154
59,30,14211,154
60,30,14038,154
61,30,14644,154
62,30,14616,162
63,30,15605,180
64,30,16564,180
65,30,17487,180
66,30,16426,180
67,30,16345,186
68,30,16083,186
69,30,16707,186
70,30,16546,186
71,30,17310,186
72,30,18553,186
73,30,16690,186
74,30,17351,186
75,30,17220,186
76,30,19689,186
77,30,18585,186
78,30,18951,186
79,30,20180,193
80,30,19635,193
81,30,23273,193
82,30,36166,193
83,30,21422,217
84,30,19815,217
85,30,21508,217
86,30,21312,231
87,30,20855,231
88,30,21524,231
89,30,22085,231
90,30,21205,231
91,30,24914,231
92,30,23589,231
93,30,25209,231
94,30,23206,231
95,30,23284,231
96,30,23415,231
97,30,23631,231
98,30,22781,231
99,30,23826,231
0,31,94,0
1,31,389,5
2,31,594,20
3,31,832,20
4,31,1127,42
5,31,1340,56
6,31,1614,56
7,31,1816,56
8,31,2502,73
9,31,2314,73
10,31,2571,73
11,31,2820,83
12,31,3619,83
13,31,3857,83
14,31,4198,94
15,31,4508,94
16,31,4780,94
17,31,5161,94
18,31,5388,94
19,31,5707,94
20,31,5959,94
21,31,6294,118
22,31,7281,118
23,31,6588,118
24,31,6857,118
25,31,9782,118
26,31,9321,118
27,31,7765,118
28,31,8046,118
29,31,10066,119
30,31,8969,119
31,31,8935,119
32,31,9954,119
33,31,9831,119
34,31,9776,119
35,31,10732,119
36,31,10666,119
37,31,10597,125
38,31,10883,125
39,31,11673,125
40,31,11383,125
41,31,11625,125
42,31,12346,147
43,31,12411,147
44,31,12413,147
45,31,13264,147
46,31,11778,147
47,31,13693,147
48,31,12559,147
49,31,13258,147
50,31,12828,147
51,31,13094,147
52,31,13377,147
53,31,13839,165
54,31,13841,165
55,31,14533,165
56,31,14382,165
57,31,13328,165
58,31,13876,165
59,31,13827,165
60,31,14044,165
61,31,14626,165
62,31,14616,173
63,31,15196,192
64,31,16131,192
65,31,16944,192
66,31,16316,192
67,31,22581,198
68,31,19176,198
69,31,16359,198
70,31,18563,198
71,31,18282,198
72,31,18012,198
73,31,17939,198
74,31,17826,198
75,31,18355,198
76,31,17998,198
77,31,19784,198
78,31,19219,198
79,31,20133,206
80,31,21219,206
81,31,20461,206
82,31,22359,206
83,31,21959,230
84,31,20711,230
85,31,23467,230
86,31,21326,240
87,31,21270,240
88,31,21534,240
89,31,21388,240
90,31,21910,240
91,31,23045,240
92,31,22058,240
93,31,23080,240
94,31,23013,240
95,31,23316,240
96,31,23622,240
97,31,33764,240
98,31,25629,240
99,31,24923,240
0,32,103,0
1,32,408,5
2,32,624,20
3,32,869,20
4,32,1175,42
5,32,1400,57
6,32,1677,57
7,32,2254,57
8,32,2152,74
9,32,2378,74
10,32,2921,74
11,32,2855,83
12,32,3090,83
13,32,3287,83
14,32,3586,95
15,32,4298,95
16,32,4031,95
17,32,4305,95
18,32,4514,95
19,32,5247,95
20,32,4861,95
21,32,5133,120
22,32,5346,120
23,32,5568,120
24,32,6243,120
25,32,6096,120
26,32,6280,120
27,32,6543,120
28,32,6814,120
29,32,7717,126
30,32,7355,126
31,32,7560,126
32,32,8267,126
33,32,9118,126
34,32,10583,126
35,32,11157,126
36,32,9946,126
37,32,9267,131
38,32,9516,131
39,32,10064,131
40,32,9937,131
41,32,10164,131
42,32,10458,150
43,32,10689,150
44,32,10903,150
45,32,11703,150
46,32,11036,150
47,32,11769,150
48,32,12116,150
49,32,11781,150
