n,w,time,res
50,32,12060,150
51,32,12613,150
52,32,12578,150
53,32,13146,169
54,32,13067,169
55,32,13310,169
56,32,13777,169
57,32,14255,169
58,32,14912,169
59,32,15117,169
60,32,18692,169
61,32,15760,169
62,32,15559,183
63,32,16255,201
64,32,16148,201
65,32,16175,201
66,32,16647,201
67,32,16671,207
68,32,16577,207
69,32,17605,207
70,32,17639,207
71,32,19743,207
72,32,21985,207
73,32,19633,207
74,32,20394,207
75,32,19221,207
76,32,19846,207
77,32,20709,207
78,32,19692,207
79,32,19850,209
80,32,20640,209
81,32,19857,209
82,32,20522,209
83,32,20417,235
84,32,20683,235
85,32,21211,235
86,32,22006,245
87,32,22173,245
88,32,22842,245
89,32,22989,245
90,32,23028,245
91,32,23324,245
92,32,23773,245
93,32,23319,245
94,32,23195,245
95,32,23786,245
96,32,25976,245
97,32,28569,245
98,32,26026,245
99,32,25919,245
0,33,107,0
1,33,413,5
2,33,632,21
3,33,878,21
4,33,1548,44
5,33,1434,59
6,33,1722,59
7,33,1931,59
8,33,2246,77
9,33,2481,77
10,33,2753,77
11,33,3020,87
12,33,3260,87
13,33,3488,87
14,33,3787,99
15,33,4323,99
16,33,4164,99
17,33,4447,99
18,33,4672,99
19,33,5353,99
20,33,5097,99
21,33,5377,125
22,33,6130,125
23,33,5832,125
24,33,6072,125
25,33,6352,125
26,33,6566,125
27,33,7159,125
28,33,7122,125
29,33,7354,125
30,33,7577,125
31,33,8138,125
32,33,8055,125
33,33,8236,125
34,33,8518,125
35,33,9255,125
36,33,8970,125
37,33,9881,132
38,33,10120,132
39,33,9682,132
40,33,9916,132
41,33,11225,132
42,33,10762,155
43,33,10952,155
44,33,11997,155
45,33,11395,155
46,33,11696,155
47,33,12645,155
48,33,13687,155
49,33,13613,155
50,33,12803,155
51,33,13472,155
52,33,12955,155
53,33,13242,156
54,33,13788,156
55,33,13709,156
56,33,14184,156
57,33,14161,156
58,33,15041,156
59,33,19085,156
60,33,15785,156
61,33,15886,165
62,33,17268,174
63,33,16046,193
64,33,17639,193
65,33,16056,193
66,33,17105,193
67,33,17478,204
68,33,17477,204
69,33,17348,204
70,33,18698,204
71,33,18727,204
72,33,18595,204
73,33,20177,204
74,33,18828,204
75,33,19373,204
76,33,19634,204
77,33,19800,204
78,33,19892,204
79,33,19935,212
80,33,21266,212
81,33,21842,212
82,33,20942,212
83,33,20730,237
84,33,21786,237
85,33,22919,237
86,33,25554,253
87,33,33242,253
88,33,33301,253
89,33,32337,253
90,33,33302,253
91,33,30849,253
92,33,30511,253
93,33,30811,253
94,33,33682,253
95,33,32542,253
96,33,31765,253
97,33,26766,253
98,33,29221,253
99,33,27015,253
0,34,111,0
1,34,437,5
2,34,666,21
3,34,926,21
4,34,1249,45
5,34,1486,61
6,34,1785,61
7,34,2008,61
8,34,2646,80
9,34,2550,80
10,34,2831,80
11,34,3104,90
12,34,3344,90
13,34,3574,90
14,34,3930,103
15,34,4605,103
16,34,4271,103
17,34,4910,103
18,34,4787,103
19,34,5025,103
20,34,5227,103
21,34,5513,129
22,34,5741,129
23,34,6419,129
24,34,6225,129
25,34,7264,129
26,34,6736,129
27,34,7623,129
28,34,7301,129
29,34,7553,131
30,34,7775,131
31,34,9326,131
32,34,10034,131
33,34,10810,131
34,34,11095,131
35,34,9502,131
36,34,9772,131
37,34,10809,137
38,34,10045,137
39,34,10253,137
40,34,11412,137
41,34,10730,137
42,34,11041,161
43,34,11879,161
44,34,11159,161
45,34,11353,161
46,34,12038,161
47,34,11927,161
48,34,12169,161
49,34,12723,161
50,34,12729,161
51,34,13951,161
52,34,13274,161
53,34,13882,176
54,34,13790,176
55,34,14046,176
56,34,15023,176
57,34,14506,176
58,34,15063,176
59,34,15043,176
60,34,15568,176
61,34,16275,176
62,34,25461,186
63,34,17863,206
64,34,16457,206
65,34,17217,206
66,34,16955,206
67,34,17774,213
68,34,18218,213
69,34,18215,213
70,34,18364,213
71,34,22885,213
72,34,20172,213
73,34,19304,213
74,34,21566,213
75,34,21895,213
76,34,20161,213
77,34,21111,213
78,34,20617,213
79,34,20836,222
80,34,22507,222
81,34,21982,222
82,34,22284,222
83,34,22389,248
84,34,22161,248
85,34,22451,248
86,34,22911,264
87,34,22992,264
88,34,23352,264
89,34,24582,264
90,34,24226,264
91,34,25328,264
92,34,25835,264
93,34,25361,264
94,34,25762,264
95,34,29522,264
96,34,27219,264
97,34,28289,264
98,34,27457,264
99,34,27206,264
0,35,109,0
1,35,434,5
2,35,659,22
3,35,921,22
4,35,1250,46
5,35,1490,62
6,35,1789,62
7,35,2008,62
8,35,2337,81
9,35,2584,81
10,35,3148,81
11,35,3141,92
12,35,3388,92
13,35,3620,92
14,35,3936,104
15,35,4668,104
16,35,4415,104
17,35,5283,104
18,35,5684,104
19,35,5352,104
20,35,5566,104
21,35,5872,131
22,35,6526,131
23,35,6488,131
24,35,6433,131
25,35,6733,131
26,35,6955,131
27,35,7685,131
28,35,7542,131
29,35,7805,133
30,35,8032,133
31,35,8546,133
32,35,8526,133
33,35,9216,133
34,35,9013,133
35,35,9799,133
36,35,9487,133
37,35,9785,138
38,35,10427,138
39,35,10255,138
40,35,10498,138
41,35,11012,138
42,35,11041,163
43,35,11258,163
44,35,11834,163
45,35,11687,163
46,35,13048,163
47,35,12271,163
48,35,12527,163
49,35,13197,163
50,35,13109,163
51,35,14196,163
52,35,14074,163
53,35,14739,184
54,35,18040,184
55,35,15653,184
56,35,15919,184
57,35,15712,184
58,35,15631,184
59,35,16281,184
60,35,16206,184
61,35,16895,184
62,35,16390,194
63,35,17648,213
64,35,17484,213
65,35,17610,213
66,35,17429,213
67,35,18768,216
68,35,18867,216
69,35,18916,216
70,35,18903,216
71,35,19333,216
72,35,19381,216
73,35,19570,216
74,35,20376,220
75,35,20844,220
76,35,21072,220
77,35,22568,220
78,35,21833,220
79,35,21995,224
80,35,22050,224
81,35,22302,224
82,35,23382,224
83,35,27423,256
84,35,23167,256
85,35,23796,256
86,35,24507,267
87,35,24297,267
88,35,24174,270
89,35,24643,270
90,35,24498,270
91,35,24747,270
92,35,24687,270
93,35,26241,270
94,35,26518,270
95,35,26788,270
96,35,26085,270
97,35,26345,270
98,35,27293,270
99,35,27838,270
0,36,112,0
1,36,457,5
2,36,694,22
3,36,972,22
4,36,1320,47
5,36,1966,64
6,36,1926,64
7,36,2172,64
8,36,2522,84
9,36,2773,84
10,36,3079,84
11,36,3372,94
12,36,3641,94
13,36,3881,94
14,36,4435,108
15,36,4568,108
16,36,4452,108
17,36,4751,108
18,36,4981,108
19,36,5234,108
20,36,5435,108
21,36,6043,136
22,36,6069,136
23,36,6319,136
24,36,6989,136
25,36,6774,136
26,36,8415,136
27,36,9504,136
28,36,8360,136
29,36,8422,143
30,36,8355,143
31,36,8723,143
32,36,8998,143
33,36,9536,143
34,36,9536,143
35,36,9758,143
36,36,10724,143
37,36,10353,148
38,36,11254,148
39,36,11794,148
40,36,11095,148
41,36,11328,148
42,36,12081,168
43,36,11904,168
44,36,12163,168
45,36,12921,168
46,36,12901,168
47,36,13824,168
48,36,12862,168
49,36,13557,168
50,36,13456,168
51,36,14781,168
52,36,14449,168
53,36,14346,189
54,36,15678,189
55,36,15307,189
56,36,17733,189
57,36,17967,189
58,36,19954,189
59,36,19891,189
60,36,19599,189
61,36,21066,189
62,36,21397,204
63,36,20799,225
64,36,21525,225
65,36,24024,225
66,36,27567,225
67,36,27425,229
68,36,27373,229
69,36,28059,229
70,36,20709,229
71,36,20863,229
72,36,20798,229
73,36,21392,229
74,36,21661,229
75,36,22096,229
76,36,20437,229
77,36,20402,229
78,36,20698,229
79,36,21353,235
80,36,22496,235
81,36,22674,235
82,36,23226,235
83,36,33676,259
84,36,25473,259
85,36,24414,259
86,36,24101,275
87,36,24591,275
88,36,27383,279
89,36,28570,279
90,36,26037,279
91,36,27546,279
92,36,26109,279
93,36,26752,279
94,36,27085,279
95,36,26501,279
96,36,28004,279
97,36,27051,279
98,36,26913,279
99,36,27508,279
0,37,111,0
1,37,453,5
2,37,694,22
3,37,971,22
4,37,1798,48
5,37,1944,66
6,37,1916,66
7,37,2144,66
8,37,2494,86
9,37,2749,86
10,37,3055,86
11,37,3350,97
12,37,3616,97
13,37,4346,97
14,37,4241,111
15,37,5557,111
16,37,4704,111
17,37,5025,111
18,37,5272,111
19,37,5533,111
20,37,5744,111
21,37,6667,139
22,37,6413,139
23,37,6692,139
24,37,6976,139
25,37,12149,139
26,37,7304,139
27,37,7618,139
28,37,7920,139
29,37,8663,142
30,37,8428,142
31,37,8661,142
32,37,9771,142
33,37,9150,142
34,37,10041,142
35,37,9500,142
36,37,10276,142
37,37,10263,147
38,37,10543,147
39,37,13351,147
40,37,14016,147
41,37,12429,147
42,37,11938,173
43,37,12822,173
44,37,12767,173
45,37,13276,173
46,37,13370,173
47,37,13296,173
48,37,13915,173
49,37,14035,173
50,37,13789,173
51,37,14930,173
52,37,14555,173
53,37,15858,195
54,37,15928,195
55,37,16227,195
56,37,15171,195
57,37,15828,195
58,37,15701,195
59,37,16329,195
60,37,16266,195
61,37,17469,195
62,37,18075,206
63,37,18827,227
64,37,18937,227
65,37,18682,227
66,37,18515,227
67,37,18369,236
68,37,18955,236
69,37,20090,236
70,37,19525,236
71,37,20106,236
72,37,21388,236
73,37,24456,236
74,37,21787,236
75,37,23000,236
76,37,21867,236
77,37,22570,236
78,37,22884,236
79,37,23226,244
80,37,22923,244
81,37,23451,244
82,37,23381,244
83,37,23399,273
84,37,24311,273
85,37,24270,273
86,37,26258,285
87,37,25754,285
88,37,25671,288
89,37,26306,288
90,37,27262,288
91,37,26162,288
92,37,28521,288
93,37,27578,288
94,37,28593,288
95,37,28233,288
96,37,31794,288
97,37,29838,288
98,37,28468,288
99,37,29045,288
0,38,113,0
1,38,464,5
2,38,709,23
3,38,992,23
4,38,1890,49
5,38,1609,67
6,38,1915,67
7,38,2144,67
8,38,2504,88
9,38,2767,88
10,38,3069,88
11,38,3366,99
12,38,3639,99
13,38,3876,99
14,38,4219,113
15,38,5154,113
16,38,4677,113
17,38,4995,113
18,38,5241,113
19,38,5586,113
20,38,5806,113
21,38,6510,142
22,38,6393,142
23,38,6653,142
24,38,6933,142
25,38,7535,142
26,38,8106,142
27,38,8056,142
28,38,8832,142
29,38,9024,145
30,38,8911,145
31,38,9678,145
32,38,9766,145
33,38,9964,145
34,38,9714,145
35,38,9934,145
36,38,10593,145
37,38,10536,150
38,38,10819,150
39,38,11331,150
40,38,11735,150
41,38,11919,150
42,38,11898,177
43,38,12952,177
44,38,12734,177
45,38,12623,177
46,38,13233,177
47,38,13253,177
48,38,13531,177
49,38,14160,177
50,38,14156,177
51,38,14705,177
52,38,15267,177
53,38,16975,199
54,38,18134,199
55,38,16885,199
56,38,16848,199
57,38,17622,199
58,38,17734,199
59,38,18710,199
60,38,18350,199
61,38,18019,199
62,38,17986,210
63,38,18024,226
64,38,18549,226
65,38,18896,226
66,38,19357,226
67,38,19788,233
68,38,19457,233
69,38,20069,233
70,38,20326,233
71,38,20312,233
72,38,20923,233
73,38,22534,233
74,38,21799,233
75,38,22659,233
76,38,22823,233
77,38,22768,233
78,38,23624,233
79,38,24478,242
80,38,25742,242
81,38,26570,242
82,38,24359,242
83,38,28833,272
84,38,26995,272
85,38,31216,272
86,38,30479,289
87,38,30094,289
88,38,33043,289
89,38,31937,289
90,38,32563,289
91,38,32696,289
92,38,36486,289
93,38,34040,289
94,38,44230,289
95,38,34742,289
96,38,30664,289
97,38,31699,289
98,38,33752,289
99,38,33308,289
0,39,122,0
1,39,504,6
2,39,767,24
3,39,1084,24
4,39,1466,51
5,39,2506,70
6,39,2091,70
7,39,2348,70
8,39,2726,91
9,39,3014,91
10,39,3899,91
11,39,3622,102
12,39,3912,102
13,39,4165,102
14,39,4537,117
15,39,4853,117
16,39,5092,117
17,39,5860,117
18,39,5699,117
19,39,6268,117
20,39,6029,117
21,39,6470,147
22,39,7063,147
23,39,7019,147
24,39,7551,147
25,39,7931,147
26,39,8011,147
27,39,8010,147
28,39,8867,147
29,39,8619,155
30,39,9194,155
31,39,9626,155
32,39,9679,155
33,39,10271,155
34,39,10240,155
35,39,10483,155
36,39,11128,155
37,39,12900,155
38,39,11452,155
39,39,12780,155
40,39,12549,155
41,39,12537,155
42,39,12594,182
43,39,12829,182
44,39,13895,182
45,39,13996,182
46,39,14489,182
47,39,14734,182
48,39,14914,182
49,39,14686,182
50,39,15713,182
51,39,15248,182
52,39,16006,182
53,39,16030,205
54,39,18259,205
55,39,16491,205
56,39,18442,205
57,39,21203,205
58,39,17749,205
59,39,18820,205
60,39,18711,205
61,39,19208,205
62,39,19540,222
63,39,19402,238
64,39,20105,238
65,39,19617,238
66,39,20246,238
67,39,28579,246
68,39,20525,246
69,39,21262,246
70,39,21168,246
71,39,21814,246
72,39,21441,246
73,39,21604,246
74,39,22123,246
75,39,22656,246
76,39,24653,246
77,39,24987,246
78,39,24152,246
79,39,25676,255
80,39,28846,255
81,39,30777,255
82,39,26218,255
83,39,26697,287
84,39,25944,287
85,39,26357,287
86,39,28305,299
87,39,27702,299
88,39,27330,299
89,39,27633,299
90,39,27856,299
91,39,28899,299
92,39,28819,299
93,39,30629,299
94,39,29611,299
95,39,32671,299
96,39,30191,299
97,39,31210,299
98,39,30283,299
99,39,34472,299
0,40,120,0
1,40,498,6
2,40,760,25
3,40,1550,25
4,40,1453,53
5,40,1731,72
6,40,2059,72
7,40,2311,72
8,40,2715,94
9,40,3535,94
10,40,3393,94
11,40,3726,105
12,40,4018,105
13,40,4286,105
14,40,5079,121
15,40,5061,121
16,40,5308,121
17,40,5659,121
18,40,5942,121
19,40,6562,121
20,40,6488,121
21,40,6851,152
22,40,7358,152
23,40,7655,152
24,40,8088,152
25,40,7995,152
26,40,9528,152
27,40,9132,152
28,40,9079,152
29,40,9404,159
30,40,9666,159
31,40,10275,159
32,40,10614,159
33,40,10179,159
34,40,11633,159
35,40,10759,159
36,40,11069,159
37,40,11733,160
38,40,12516,160
39,40,12205,160
40,40,11874,160
41,40,12872,160
42,40,13224,188
43,40,13137,188
44,40,14144,188
45,40,15269,188
46,40,95337,188
47,40,15228,188
48,40,16079,188
49,40,15688,188
50,40,15907,188
51,40,16602,188
52,40,19372,188
53,40,18516,211
54,40,17080,211
55,40,19134,211
56,40,47318,211
57,40,56747,211
58,40,17771,211
59,40,17518,211
60,40,19442,211
61,40,20752,211
62,40,19680,222
63,40,20460,245
64,40,22756,245
65,40,47281,245
66,40,22634,245
67,40,20659,248
68,40,21945,248
69,40,21447,248
70,40,20963,248
71,40,22675,248
72,40,23121,248
73,40,23952,248
74,40,52694,253
75,40,26886,253
76,40,25990,253
77,40,64900,253
78,40,23989,253
79,40,23810,258
80,40,26246,258
81,40,54966,258
82,40,27016,258
83,40,28129,289
84,40,27710,289
85,40,26332,289
86,40,28218,302
87,40,47459,302
88,40,80343,306
89,40,44583,306
90,40,44428,306
91,40,143336,306
92,40,45164,306
93,40,43643,306
94,40,46888,306
95,40,41473,306
96,40,67667,306
97,40,37616,306
98,40,42887,306
99,40,35574,306
0,41,129,0
1,41,542,6
2,41,831,25
3,41,1184,25
4,41,1593,53
5,41,1900,73
6,41,3736,73
7,41,2544,73
8,41,2956,95
9,41,3265,95
10,41,4022,95
11,41,3978,107
12,41,4293,107
13,41,4580,107
14,41,4981,122
15,41,5335,122
16,41,6109,122
17,41,79722,122
18,41,7447,122
19,41,6392,122
20,41,7074,122
21,41,7099,153
22,41,7484,153
23,41,7150,153
24,41,7810,153
25,41,7786,153
26,41,8054,153
27,41,8403,153
28,41,9062,153
29,41,9044,161
30,41,9295,161
31,41,9550,161
32,41,10681,161
33,41,11336,161
34,41,11457,161
35,41,11546,161
36,41,11316,161
37,41,13453,162
38,41,35249,162
39,41,12495,162
40,41,13103,162
41,41,12931,162
42,41,23039,191
43,41,13856,191
44,41,14462,191
45,41,14104,191
46,41,14563,191
47,41,16047,191
48,41,19430,191
49,41,16565,191
50,41,17130,191
51,41,17433,191
52,41,180384,191
53,41,16367,215
54,41,18029,215
55,41,57091,215
56,41,24812,215
57,41,24353,215
58,41,81452,215
59,41,23319,215
60,41,24681,215
61,41,23962,215
62,41,26405,226
63,41,66890,250
64,41,29958,250
65,41,72802,250
66,41,22079,250
67,41,21827,252
68,41,23218,252
69,41,51823,252
70,41,24044,252
71,41,22460,252
72,41,23813,252
73,41,22936,252
74,41,24977,258
75,41,29707,258
76,41,24139,258
77,41,52486,258
78,41,31885,258
79,41,27092,263
80,41,26613,263
81,41,26250,263
82,41,71729,263
83,41,27412,293
84,41,56163,293
85,41,29312,293
86,41,27935,312
87,41,27407,312
88,41,27860,312
89,41,30045,312
90,41,29208,312
91,41,231605,312
92,41,101176,312
93,41,32345,312
94,41,29578,312
95,41,36580,312
96,41,30119,312
97,41,37170,312
98,41,94411,312
99,41,35212,312
0,42,126,0
1,42,538,6
2,42,820,26
3,42,1160,26
4,42,1581,55
5,42,1874,75
6,42,2233,75
7,42,2506,75
8,42,3301,98
9,42,3482,98
10,42,3431,98
11,42,11721,109
12,42,4056,109
13,42,4319,109
14,42,5514,126
15,42,5202,126
16,42,5462,126
17,42,5823,126
18,42,6103,126
19,42,6768,126
20,42,6931,126
21,42,6934,158
22,42,60553,158
23,42,21273,158
24,42,8432,158
25,42,7945,158
26,42,8226,158
27,42,8870,158
28,42,9370,158
29,42,15875,166
30,42,166519,166
31,42,12219,166
32,42,12227,166
33,42,13333,166
34,42,13119,166
35,42,21020,166
36,42,20244,166
37,42,18569,173
38,42,18565,173
39,42,14458,173
40,42,14937,173
41,42,15725,173
42,42,230707,196
43,42,15734,196
44,42,14948,196
45,42,15183,196
46,42,16224,196
47,42,23748,196
48,42,15922,196
49,42,148203,196
50,42,16225,196
51,42,17828,196
52,42,17499,196
53,42,17095,221
54,42,203142,221
55,42,18752,221
56,42,18735,221
57,42,20225,221
58,42,20098,221
59,42,20128,221
60,42,21036,221
61,42,23218,221
62,42,45280,239
63,42,23338,256
64,42,20021,256
65,42,26816,256
66,42,21970,256
67,42,22581,265
68,42,23092,265
69,42,23906,265
70,42,116936,265
71,42,23372,265
72,42,23593,265
73,42,23768,265
74,42,23791,270
75,42,24548,270
76,42,24626,270
77,42,18980,270
78,42,48613,270
79,42,28558,274
80,42,32930,274
81,42,30993,274
82,42,29008,274
83,42,28894,307
84,42,28913,307
85,42,100390,307
86,42,28215,321
87,42,156373,321
88,42,181475,325
89,42,31856,325
90,42,46210,325
91,42,33729,325
92,42,145936,325
93,42,30393,325
94,42,34760,325
95,42,34403,325
96,42,146659,325
97,42,38260,325
98,42,35587,325
99,42,35233,325
0,43,127,0
1,43,878,6
2,43,836,26
3,43,1183,26
4,43,1600,56
5,43,1903,77
6,43,2270,77
7,43,2548,77
8,43,2991,100
9,43,4207,100
10,43,3524,100
11,43,3860,112
12,43,4165,112
13,43,135606,112
14,43,4689,129
15,43,5019,129
16,43,5262,129
17,43,6182,129
18,43,6482,129
19,43,6461,129
20,43,6718,129
21,43,7041,162
22,43,7399,162
23,43,7954,162
24,43,7888,162
25,43,8243,162
26,43,8525,162
27,43,9428,162
28,43,9963,162
29,43,9731,170
30,43,140762,170
31,43,9986,170
32,43,10303,170
33,43,12191,170
34,43,13903,170
35,43,13288,170
36,43,12177,170
37,43,12554,171
38,43,13432,171
39,43,13362,171
40,43,126434,171
41,43,13647,171
42,43,14793,201
43,43,14047,201
44,43,16838,201
45,43,17049,201
46,43,18060,201
47,43,18895,201
48,43,18418,201
49,43,19811,201
50,43,151990,201
51,43,19662,201
52,43,20792,201
53,43,21112,226
54,43,21077,226
55,43,23173,226
56,43,296289,226
57,43,19569,226
58,43,18938,226
59,43,19673,226
60,43,19616,226
61,43,20692,226
62,43,20525,244
63,43,20215,262
64,43,20852,262
65,43,22779,262
66,43,22901,262
67,43,23471,271
68,43,156804,271
69,43,26303,271
70,43,26488,271
71,43,25823,271
72,43,26886,271
73,43,172575,271
74,43,24444,271
75,43,25135,271
76,43,26941,271
77,43,160090,271
78,43,26022,271
79,43,27862,281
80,43,28717,281
81,43,28407,281
82,43,159027,281
83,43,27379,309
84,43,30126,309
85,43,30080,309
86,43,29730,329
87,43,159883,329
88,43,30444,329
89,43,30933,329
90,43,31867,329
91,43,163234,329
92,43,33541,329
93,43,31494,329
94,43,31777,329
95,43,181443,329
96,43,32168,329
97,43,32807,329
98,43,33943,329
99,43,186145,329
0,44,125,0
1,44,538,6
2,44,826,27
3,44,1504,27
4,44,1578,57
5,44,1879,78
6,44,2237,78
7,44,2511,78
8,44,2952,102
9,44,3264,102
10,44,3624,102
11,44,3978,114
12,44,4303,114
13,44,5245,114
14,44,4981,131
15,44,5330,131
16,44,5599,131
17,44,5981,131
18,44,6274,131
19,44,7077,131
20,44,7115,131
21,44,7019,164
22,44,7309,164
23,44,124993,164
24,44,8321,164
25,44,12025,164
26,44,9298,164
27,44,9251,164
28,44,9797,164
29,44,9802,167
30,44,10063,167
31,44,11137,167
32,44,11231,167
33,44,10766,167
34,44,11927,167
35,44,11829,167
36,44,140958,167
37,44,12259,174
38,44,12583,174
39,44,13278,174
40,44,13367,174
41,44,13917,174
42,44,13824,205
43,44,14436,205
44,44,14468,205
45,44,151716,205
46,44,20639,205
47,44,21175,205
48,44,20650,205
49,44,20366,205
50,44,21647,205
51,44,170335,205
52,44,22008,205
53,44,20251,231
54,44,21465,231
55,44,21681,231
56,44,19897,231
57,44,168002,231
58,44,19497,231
59,44,19545,231
60,44,19445,231
61,44,20910,231
62,44,21346,244
63,44,152417,263
64,44,21277,263
65,44,21740,263
66,44,22855,263
67,44,22620,271
68,44,23703,271
69,44,157347,271
70,44,24185,271
71,44,23964,271
72,44,24621,271
73,44,25396,271
74,44,174813,271
75,44,24990,271
76,44,25220,271
77,44,36295,271
78,44,159962,271
79,44,27807,281
80,44,37210,281
81,44,31646,281
82,44,31934,281
83,44,142585,315
84,44,33088,315
85,44,32255,315
86,44,32616,335
87,44,190212,335
88,44,32727,335
89,44,33895,335
90,44,33289,335
91,44,31740,335
92,44,30859,335
93,44,31173,335
94,44,31540,335
95,44,294242,335
96,44,39578,335
97,44,34737,335
98,44,182228,335
99,44,34163,335
0,45,126,0
1,45,548,6
2,45,845,27
3,45,1202,27
4,45,1947,58
5,45,1916,80
6,45,2285,80
7,45,2557,80
8,45,3008,104
9,45,3328,104
10,45,3693,104
11,45,4050,116
12,45,4385,116
13,45,4979,116
14,45,5017,134
15,45,5370,134
16,45,5634,134
17,45,6019,134
18,45,6912,134
19,45,7350,134
20,45,6679,134
21,45,107277,168
22,45,8937,168
23,45,8817,168
24,45,9708,168
25,45,9282,168
26,45,10495,168
27,45,10047,168
28,45,9933,168
29,45,11542,171
30,45,79054,171
31,45,10415,171
32,45,11038,171
33,45,10814,171
34,45,11181,171
35,45,11793,171
36,45,13481,171
37,45,194736,178
38,45,12896,178
39,45,12697,178
40,45,13338,178
41,45,16508,178
42,45,29295,209
43,45,19096,209
44,45,17695,209
45,45,149799,209
46,45,19865,209
47,45,32612,209
48,45,19396,209
49,45,21410,209
50,45,20816,209
51,45,87508,209
52,45,18842,209
53,45,19774,235
54,45,54719,235
55,45,20325,235
56,45,68954,235
57,45,18548,235
58,45,19681,235
59,45,20770,235
60,45,20466,235
61,45,23065,235
62,45,26607,248
63,45,246365,267
64,45,36659,267
65,45,24099,267
66,45,54588,267
67,45,23084,275
68,45,22755,275
69,45,128717,275
70,45,42239,275
71,45,106594,275
72,45,24800,275
73,45,25910,275
74,45,83875,275
75,45,25849,275
76,45,25766,275
77,45,27045,275
78,45,150769,275
79,45,65180,286
80,45,29448,286
81,45,29724,286
82,45,145878,286
83,45,31607,327
84,45,118808,327
85,45,34485,327
86,45,32499,341
87,45,66823,341
88,45,33869,341
89,45,33615,341
90,45,166939,341
91,45,39714,341
92,45,32514,341
93,45,191924,341
94,45,34737,341
95,45,44113,341
96,45,221809,341
97,45,56948,341
98,45,164962,341
99,45,43600,341
0,46,175,0
1,46,787,7
2,46,876,29
3,46,1217,29
4,46,1662,61
5,46,2696,82
6,46,3082,82
7,46,2698,82
8,46,3135,107
9,46,7414,107
10,46,3886,107
11,46,4260,120
12,46,5037,120
13,46,8226,120
14,46,5535,138
15,46,5919,138
16,46,6929,138
17,46,6946,138
18,46,7256,138
19,46,188119,138
20,46,7814,138
21,46,8603,174
22,46,9457,174
23,46,9776,174
24,46,10498,174
25,46,10735,174
26,46,11471,174
27,46,12692,174
28,46,135258,174
29,46,242531,176
30,46,13677,176
31,46,12006,176
32,46,12593,176
33,46,12655,176
34,46,15127,176
35,46,13492,176
36,46,13250,176
37,46,13147,184
38,46,13935,184
39,46,13595,184
40,46,14793,184
41,46,369023,184
42,46,18550,216
43,46,19526,216
44,46,15740,216
45,46,16018,216
46,46,16244,216
47,46,16385,216
48,46,16443,216
49,46,16515,216
50,46,24696,216
51,46,17948,216
52,46,225528,216
53,46,19431,243
54,46,345265,243
55,46,21372,243
56,46,19830,243
57,46,175167,243
58,46,29972,243
59,46,23124,243
60,46,23003,243
61,46,23146,243
62,46,71721,256
63,46,22222,282
64,46,28681,282
65,46,27840,282
66,46,26410,282
67,46,24467,285
68,46,24511,285
69,46,24869,285
70,46,473427,285
71,46,24817,285
72,46,26163,285
73,46,180740,285
74,46,26849,290
75,46,27315,290
76,46,26956,290
77,46,253543,290
78,46,28571,290
79,46,30485,301
80,46,31120,301
81,46,30830,301
82,46,200224,301
83,46,40825,337
84,46,38442,337
85,46,211865,337
86,46,52148,352
87,46,200285,352
88,46,33328,352
89,46,32411,352
90,46,191817,352
91,46,227998,352
92,46,33890,352
93,46,36129,352
94,46,42833,352
95,46,137546,352
96,46,37233,352
97,46,33968,352
98,46,40695,352
99,46,33992,352
0,47,124,0
1,47,1299,7
2,47,868,29
3,47,1660,29
4,47,1681,61
5,47,2002,83
6,47,2390,83
7,47,2678,83
8,47,3118,108
9,47,264053,108
10,47,5059,108
11,47,4621,122
12,47,6940,122
13,47,5354,122
14,47,8427,139
15,47,5684,139
16,47,5962,139
17,47,8951,139
18,47,6678,139
19,47,75826,139
20,47,7551,139
21,47,7167,175
22,47,8088,175
23,47,16254,175
24,47,8634,175
25,47,8866,175
26,47,9175,175
27,47,9804,175
28,47,9944,175
29,47,10302,185
30,47,17738,185
31,47,156355,185
32,47,18366,185
33,47,12505,185
34,47,84326,185
35,47,12958,185
36,47,16023,185
37,47,15782,185
38,47,13219,185
39,47,13760,185
40,47,13811,185
41,47,16077,185
42,47,14918,218
43,47,293780,218
44,47,14852,218
45,47,16404,218
46,47,16639,218
47,47,233860,218
48,47,17835,218
49,47,18490,218
50,47,18647,218
51,47,19592,218
52,47,19482,218
53,47,223087,245
54,47,19301,245
55,47,20052,245
56,47,21804,245
57,47,21853,245
58,47,21377,245
59,47,22295,245
60,47,22792,245
61,47,22835,245
62,47,490765,258
63,47,36160,285
64,47,31928,285
65,47,32226,285
66,47,31730,285
67,47,31799,289
68,47,386028,289
69,47,27121,289
70,47,27570,289
71,47,26471,289
72,47,25388,289
73,47,25365,289
74,47,26550,295
75,47,28838,295
76,47,28484,295
77,47,28601,295
78,47,28614,295
79,47,308212,306
80,47,29333,306
81,47,35141,306
82,47,34263,306
83,47,312822,343
84,47,34348,343
85,47,34493,343
86,47,32776,358
87,47,226183,358
88,47,32787,363
89,47,36212,363
90,47,34369,363
91,47,166639,363
92,47,36709,363
93,47,35306,363
94,47,36215,363
95,47,312485,363
96,47,35086,363
97,47,36074,363
98,47,36968,363
99,47,342627,363
0,48,148,0
1,48,661,7
2,48,1015,30
3,48,1441,30
4,48,1955,63
5,48,2329,85
6,48,2770,85
7,48,3112,85
8,48,3620,111
9,48,4651,111
