n,w,time,res
20,31,12862,136
21,31,13360,136
22,31,13906,136
23,31,14447,136
24,31,15262,148
25,31,15551,148
26,31,16319,148
27,31,16683,148
28,31,19897,148
29,31,21853,148
30,31,22368,148
31,31,22590,148
32,31,22879,148
33,31,23284,148
34,31,23742,148
35,31,24172,148
36,31,25185,165
37,31,25728,165
38,31,27207,165
39,31,27013,165
40,31,33445,165
41,31,24957,165
42,31,24145,172
43,31,27188,172
44,31,25327,172
45,31,26130,184
46,31,32735,192
47,31,28869,213
48,31,28048,213
49,31,28487,213
0,32,207,0
1,32,785,2
2,32,1507,31
3,32,2117,32
4,32,2668,54
5,32,3431,85
6,32,4282,100
7,32,5007,100
8,32,5743,100
9,32,10746,106
10,32,11193,106
11,32,11587,106
12,32,8728,117
13,32,9129,117
14,32,9516,117
15,32,10190,117
16,32,10944,136
17,32,11227,136
18,32,11647,136
19,32,16828,136
20,32,16037,136
21,32,14823,136
22,32,17516,136
23,32,16841,136
24,32,15889,148
25,32,16206,148
26,32,16908,155
27,32,18532,155
28,32,18135,155
29,32,18651,174
30,32,19276,174
31,32,21440,174
32,32,20451,177
33,32,24608,177
34,32,25788,177
35,32,26774,202
36,32,27728,202
37,32,44568,202
38,32,40412,202
39,32,41792,205
40,32,40820,205
41,32,31906,205
42,32,34670,205
43,32,39798,205
44,32,27452,205
45,32,29071,205
46,32,28545,205
47,32,29032,205
48,32,29399,205
49,32,29845,205
0,33,207,0
1,33,813,6
2,33,1376,31
3,33,2217,38
4,33,2993,53
5,33,3625,61
6,33,4433,84
7,33,4998,84
8,33,5404,84
9,33,5920,84
10,33,7395,84
11,33,9141,117
12,33,13070,117
13,33,12566,117
14,33,10641,117
15,33,10490,117
16,33,10442,117
17,33,10419,149
18,33,12298,149
19,33,12092,156
20,33,12419,156
21,33,12942,156
22,33,15073,156
23,33,14467,184
24,33,14954,184
25,33,15634,184
26,33,16539,192
27,33,19927,192
28,33,18235,192
29,33,28860,215
30,33,19121,215
31,33,22775,215
32,33,19937,215
33,33,20532,215
34,33,21249,215
35,33,21740,215
36,33,22199,215
37,33,22812,215
38,33,23261,215
39,33,24179,227
40,33,25081,233
41,33,25595,233
42,33,29317,233
43,33,32198,233
44,33,29919,242
45,33,30188,242
46,33,28867,242
47,33,30095,242
48,33,29806,242
49,33,30215,242
0,34,214,0
1,34,842,34
2,34,1645,51
3,34,2134,51
4,34,2799,54
5,34,3428,54
6,34,3723,54
7,34,4233,54
8,34,4797,61
9,34,5597,71
10,34,6009,71
11,34,6960,74
12,34,7254,74
13,34,7906,74
14,34,8690,87
15,34,9971,87
16,34,12338,87
17,34,12669,87
18,34,13104,87
19,34,13487,87
20,34,14390,95
21,34,15111,95
22,34,15542,95
23,34,16484,95
24,34,15194,95
25,34,15838,95
26,34,16504,95
27,34,18144,95
28,34,17991,95
29,34,18307,95
30,34,19236,118
31,34,19798,118
32,34,20932,118
33,34,21538,118
34,34,21235,118
35,34,25531,118
36,34,44109,118
37,34,66923,118
38,34,45918,118
39,34,35550,118
40,34,35941,118
41,34,38626,118
42,34,36069,118
43,34,30357,118
44,34,33149,118
45,34,31182,118
46,34,25582,138
47,34,27631,138
48,34,29296,139
49,34,28064,172
0,35,213,0
1,35,873,34
2,35,1658,69
3,35,2317,69
4,35,3200,104
5,35,3944,104
6,35,4599,104
7,35,4949,104
8,35,5453,104
9,35,6001,104
10,35,6901,124
11,35,7324,124
12,35,8353,127
13,35,9870,127
14,35,9308,127
15,35,10117,142
16,35,10736,142
17,35,11172,142
18,35,11605,142
19,35,12577,171
20,35,13401,187
21,35,15356,197
22,35,14817,197
23,35,15516,197
24,35,19528,197
25,35,18324,225
26,35,17986,225
27,35,18166,225
28,35,18705,225
29,35,19466,225
30,35,20223,225
31,35,20521,225
32,35,21472,246
33,35,21900,246
34,35,22258,246
35,35,22547,246
36,35,23141,246
37,35,23525,246
38,35,23923,246
39,35,32420,246
40,35,29914,246
41,35,32667,246
42,35,31814,246
43,35,31833,246
44,35,33087,258
45,35,39391,279
46,35,36992,279
47,35,35674,279
48,35,56952,279
49,35,36730,279
0,36,264,0
1,36,1072,34
2,36,2052,69
3,36,2848,69
4,36,3900,104
5,36,5840,104
6,36,9140,104
7,36,9536,104
8,36,8341,127
9,36,13194,127
10,36,14358,127
11,36,15007,127
12,36,15349,127
13,36,18284,160
14,36,16465,160
15,36,17995,160
16,36,19471,160
17,36,18999,160
18,36,19348,165
19,36,21335,165
20,36,20608,165
21,36,21089,165
22,36,22647,173
23,36,24337,173
24,36,28207,173
25,36,27193,173
26,36,32424,201
27,36,29358,201
28,36,20898,201
29,36,21662,201
30,36,23003,203
31,36,24017,203
32,36,24672,203
33,36,25392,203
34,36,25829,203
35,36,33035,203
36,36,27257,203
37,36,28893,203
38,36,28168,203
39,36,31513,203
40,36,29276,203
41,36,30147,210
42,36,34799,210
43,36,28490,210
44,36,26828,210
45,36,27536,210
46,36,27977,210
47,36,29028,222
48,36,30028,250
49,36,30505,250
0,37,221,0
1,37,923,34
2,37,1763,69
3,37,2454,69
4,37,3374,104
5,37,4161,107
6,37,8472,107
7,37,6280,107
8,37,7428,127
9,37,8142,127
10,37,8750,127
11,37,9465,127
12,37,10291,127
13,37,11463,160
14,37,12022,160
15,37,12925,160
16,37,13253,160
17,37,13809,160
18,37,14826,165
19,37,15550,165
20,37,16043,165
21,37,16453,165
22,37,20205,173
23,37,23130,173
24,37,22256,173
25,37,20281,173
26,37,22149,201
27,37,26615,201
28,37,23192,201
29,37,20808,201
30,37,19996,209
31,37,20669,209
32,37,21388,209
33,37,22002,209
34,37,22361,209
35,37,22907,209
36,37,23714,209
37,37,24164,209
38,37,24370,209
39,37,24687,209
40,37,25388,209
41,37,28695,210
42,37,26994,210
43,37,27469,210
44,37,27926,210
45,37,28683,210
46,37,29140,210
47,37,30282,222
48,37,32924,250
49,37,31715,250
0,38,222,0
1,38,953,34
2,38,1809,69
3,38,2538,94
4,38,3492,104
5,38,4301,107
6,38,5037,107
7,38,5406,107
8,38,6416,127
9,38,7030,127
10,38,7542,127
11,38,8170,127
12,38,8890,127
13,38,9766,160
14,38,10364,160
15,38,11155,160
16,38,11551,160
17,38,13693,160
18,38,15358,165
19,38,16116,165
20,38,16639,165
21,38,17066,165
22,38,18516,173
23,38,19924,173
24,38,20298,173
25,38,20474,173
26,38,22245,201
27,38,27628,201
28,38,23373,201
29,38,24324,201
30,38,26519,209
31,38,30368,209
32,38,22137,209
33,38,22794,209
34,38,23175,209
35,38,23786,209
36,38,24420,209
37,38,24882,209
38,38,25285,209
39,38,25636,209
40,38,26369,209
41,38,27139,210
42,38,29220,210
43,38,31092,210
44,38,29005,210
45,38,29769,210
46,38,30271,210
47,38,31321,222
48,38,32472,250
49,38,36539,250
0,39,229,0
1,39,976,34
2,39,1883,69
3,39,2624,94
4,39,3601,104
5,39,4428,107
6,39,5205,119
7,39,5623,119
8,39,6623,127
9,39,7249,127
10,39,7802,127
11,39,8467,127
12,39,9076,127
13,39,10100,160
14,39,10887,160
15,39,11467,160
16,39,11874,160
17,39,12372,160
18,39,13278,165
19,39,14943,165
20,39,17269,165
21,39,17718,165
22,39,19074,178
23,39,20289,178
24,39,20051,178
25,39,20610,178
26,39,21353,178
27,39,22473,178
28,39,28593,179
29,39,24665,179
30,39,25056,179
31,39,27925,179
32,39,31605,182
33,39,25887,182
34,39,23569,216
35,39,24224,216
36,39,24635,216
37,39,25971,216
38,39,25680,216
39,39,26198,216
40,39,26575,216
41,39,27080,216
42,39,27401,216
43,39,28457,216
44,39,31162,216
45,39,29406,216
46,39,30179,216
47,39,30487,216
48,39,32916,216
49,39,32574,216
0,40,230,0
1,40,1013,34
2,40,1910,69
3,40,2689,94
4,40,3698,104
5,40,4570,107
6,40,5376,119
7,40,5765,119
8,40,6870,127
9,40,7483,127
10,40,8086,127
11,40,8798,127
12,40,9394,127
13,40,10438,160
14,40,11097,160
15,40,11852,160
16,40,12272,160
17,40,12890,160
18,40,13738,188
19,40,14416,188
20,40,14892,188
21,40,16353,188
22,40,20917,188
23,40,21982,188
24,40,20742,188
25,40,21395,188
26,40,22147,188
27,40,22810,188
28,40,23838,189
29,40,24600,189
30,40,28544,189
31,40,26516,189
32,40,34147,189
33,40,35455,189
34,40,24443,216
35,40,25079,216
36,40,25561,216
37,40,29046,216
38,40,26765,216
39,40,27188,216
40,40,27620,216
41,40,29226,216
42,40,28483,216
43,40,29967,216
44,40,31750,216
45,40,30561,216
46,40,31491,216
47,40,33033,216
48,40,33433,216
49,40,32901,216
0,41,232,0
1,41,1035,34
2,41,1970,69
3,41,2778,94
4,41,3812,129
5,41,4633,145
6,41,5663,186
7,41,6483,186
8,41,6896,186
9,41,7978,186
10,41,8704,186
11,41,9411,186
12,41,10138,186
13,41,10701,186
14,41,11734,208
15,41,12491,208
16,41,13197,208
17,41,13636,208
18,41,14210,208
19,41,15171,236
20,41,19120,236
21,41,20931,236
22,41,20525,236
23,41,22271,236
24,41,22196,236
25,41,22636,236
26,41,23325,236
27,41,24099,236
28,41,24767,236
29,41,25806,236
30,41,26758,236
31,41,29371,236
32,41,34451,236
33,41,31793,236
34,41,32129,236
35,41,28394,255
36,41,26846,255
37,41,27346,255
38,41,27801,255
39,41,28604,255
40,41,29073,255
41,41,29509,255
42,41,31097,255
43,41,30433,255
44,41,31247,255
45,41,32237,255
46,41,38234,255
47,41,33742,255
48,41,33765,255
49,41,34663,255
0,42,231,0
1,42,1057,34
2,42,2010,69
3,42,2869,94
4,42,4323,129
5,42,5375,145
6,42,5810,186
7,42,6599,186
8,42,7062,186
9,42,8211,186
10,42,8953,186
11,42,9633,186
12,42,12280,186
13,42,11566,186
14,42,12075,208
15,42,12770,208
16,42,13646,208
17,42,14054,208
18,42,14643,208
19,42,15660,236
20,42,16509,236
21,42,16967,236
22,42,18561,236
23,42,18518,236
24,42,19171,236
25,42,19491,236
26,42,20044,236
27,42,20750,236
28,42,21322,236
29,42,22146,236
30,42,22940,236
31,42,23761,236
32,42,24675,236
33,42,25485,236
34,42,25959,236
35,42,27048,260
36,42,27723,260
37,42,28376,260
38,42,28695,260
39,42,29487,260
40,42,31008,260
41,42,30499,260
42,42,31155,260
43,42,32966,260
44,42,32425,260
45,42,38728,260
46,42,33870,260
47,42,34467,260
48,42,35721,260
49,42,44029,260
0,43,286,0
1,43,1305,34
2,43,2482,69
3,43,3531,94
4,43,4786,129
5,43,5284,129
6,43,5672,129
7,43,6170,129
8,43,7216,140
9,43,7832,140
10,43,9250,140
11,43,9618,140
12,43,11009,140
13,43,11770,140
14,43,13293,143
15,43,13933,143
16,43,14460,143
17,43,15377,143
18,43,19644,143
19,43,20335,143
20,43,19120,157
21,43,19056,157
22,43,19988,157
23,43,24958,157
24,43,23964,167
25,43,23313,167
26,43,20880,167
27,43,19523,167
28,43,20373,167
29,43,20928,167
30,43,21657,167
31,43,22526,167
32,43,23297,167
33,43,24213,167
34,43,25201,167
35,43,25711,167
36,43,26781,201
37,43,27473,201
38,43,30852,201
39,43,28514,201
40,43,29286,201
41,43,29890,201
42,43,30367,201
43,43,31085,201
44,43,36970,201
45,43,32258,201
46,43,32900,201
47,43,33690,201
48,43,34537,201
49,43,40356,201
0,44,290,0
1,44,1335,34
2,44,2541,69
3,44,3632,94
4,44,4965,129
5,44,5368,129
6,44,5867,129
7,44,6373,129
8,44,7977,140
9,44,8110,140
10,44,8977,140
11,44,10040,140
12,44,11373,160
13,44,12184,160
14,44,13760,160
15,44,14418,160
16,44,14887,160
17,44,15964,160
18,44,16543,160
19,44,17441,160
20,44,18629,160
21,44,19699,160
22,44,20222,160
23,44,27510,160
24,44,22250,167
25,44,27652,167
26,44,26356,167
27,44,22116,167
28,44,21044,167
29,44,23646,167
30,44,22099,167
31,44,22614,167
32,44,23453,167
33,44,24844,175
34,44,25765,175
35,44,26778,175
36,44,27765,175
37,44,27985,175
38,44,28710,175
39,44,30600,175
40,44,30180,175
41,44,30650,175
42,44,31263,175
43,44,37660,175
44,44,33091,175
45,44,33869,175
46,44,34733,175
47,44,35001,175
48,44,35897,175
49,44,36630,175
0,45,241,0
1,45,1139,34
2,45,2152,69
3,45,3079,94
4,45,4198,129
5,45,4593,129
6,45,6055,129
7,45,5488,129
8,45,6399,140
9,45,6983,140
10,45,7735,140
11,45,8553,140
12,45,9778,160
13,45,10465,160
14,45,12443,185
15,45,13992,204
16,45,13647,211
17,45,14433,211
18,45,17198,239
19,45,16463,239
20,45,17292,239
21,45,17776,239
22,45,19119,251
23,45,20154,271
24,45,20941,271
25,45,21761,271
26,45,22621,271
27,45,23412,271
28,45,24222,271
29,45,25418,299
30,45,25892,299
31,45,26723,299
32,45,27573,299
33,45,28318,299
34,45,29372,299
35,45,30526,299
36,45,30918,299
37,45,32017,333
38,45,32754,333
39,45,33360,333
40,45,34036,333
41,45,35169,333
42,45,41405,333
43,45,35964,333
44,45,41741,333
45,45,44443,333
46,45,46107,333
47,45,46506,333
48,45,54624,333
49,45,48329,333
0,46,291,0
1,46,1400,34
2,46,2656,69
3,46,3797,94
4,46,5193,129
5,46,5674,129
6,46,6912,129
7,46,7345,129
8,46,9925,140
9,46,10817,140
10,46,11456,140
11,46,10644,140
12,46,12893,160
13,46,13569,160
14,46,12424,185
15,46,14312,218
16,46,15170,218
17,46,16251,218
18,46,17257,239
19,46,17769,239
20,46,18087,239
21,46,18294,239
22,46,19703,271
23,46,20743,272
24,46,21449,272
25,46,22393,281
26,46,23304,281
27,46,24255,281
28,46,27519,281
29,46,27603,299
30,46,29860,299
31,46,27527,299
32,46,28414,299
33,46,29177,299
34,46,30202,299
35,46,31319,299
36,46,31813,299
37,46,33011,333
38,46,33729,333
39,46,38318,333
40,46,42403,333
41,46,50101,333
42,46,43889,333
43,46,44411,333
44,46,47086,333
45,46,53478,333
46,46,42765,333
47,46,39832,333
48,46,40563,333
49,46,41631,333
0,47,245,0
1,47,1191,34
2,47,2273,69
3,47,3244,94
4,47,4384,129
5,47,4773,129
6,47,5787,145
7,47,6928,186
8,47,7862,186
9,47,8446,186
10,47,9886,209
11,47,10594,209
12,47,11338,209
13,47,12195,209
14,47,13066,209
15,47,13408,209
16,47,14122,209
17,47,16962,209
18,47,15512,209
19,47,16492,209
20,47,16734,209
21,47,17893,209
22,47,18721,209
23,47,19362,209
24,47,19998,209
25,47,21286,222
26,47,21973,222
27,47,22488,222
28,47,23191,222
29,47,24915,222
30,47,24885,222
31,47,26297,222
32,47,25881,222
33,47,26260,222
34,47,32450,222
35,47,33768,222
36,47,35070,222
37,47,37081,222
38,47,37311,250
39,47,38335,250
40,47,41184,250
41,47,44390,250
42,47,38850,250
43,47,34602,250
44,47,35187,250
45,47,35799,250
46,47,36677,250
47,47,37384,256
48,47,38234,256
49,47,38803,256
0,48,248,0
1,48,1279,34
2,48,2320,69
3,48,3804,94
4,48,5220,129
5,48,4898,129
6,48,7043,145
7,48,7751,186
8,48,8053,186
9,48,8664,186
10,48,10521,209
11,48,11773,209
12,48,11624,209
13,48,12510,209
14,48,13330,209
15,48,13793,209
16,48,14440,209
17,48,14985,209
18,48,16683,209
19,48,17604,209
20,48,17219,209
21,48,18391,209
22,48,19262,209
23,48,19916,209
24,48,20527,209
25,48,21997,222
26,48,22608,222
27,48,23159,222
28,48,25846,222
29,48,29736,222
30,48,30533,222
31,48,37263,222
32,48,31729,222
33,48,35668,235
34,48,38752,235
35,48,37158,235
36,48,44375,235
37,48,36868,235
38,48,32839,235
39,48,35086,235
40,48,35225,235
41,48,34842,235
42,48,35368,235
43,48,36256,235
44,48,36978,235
45,48,40160,235
46,48,38258,235
47,48,38860,235
48,48,39918,235
49,48,41108,235
0,49,252,0
1,49,1239,34
2,49,2371,83
3,49,3046,83
4,49,3882,86
5,49,4551,96
6,49,5085,96
7,49,5613,96
8,49,6137,96
9,49,7144,119
10,49,7803,119
11,49,8673,119
12,49,9603,119
13,49,10861,139
14,49,11645,139
15,49,12852,184
16,49,14188,217
17,49,15165,217
18,49,18668,217
19,49,17199,225
20,49,19854,225
21,49,22697,225
22,49,23610,225
23,49,25315,250
24,49,26716,266
25,49,27559,266
26,49,32080,280
27,49,34169,280
28,49,31286,280
29,49,37707,280
30,49,36685,308
31,49,30129,308
32,49,29736,308
33,49,30387,308
34,49,30765,308
35,49,31745,308
36,49,32774,308
37,49,33897,308
38,49,38389,308
39,49,40716,354
40,49,36436,354
41,49,37304,354
42,49,38226,354
43,49,40122,354
44,49,39610,354
45,49,40280,354
46,49,49391,354
47,49,42562,354
48,49,46712,354
49,49,52754,354
